#{"t_start": 1653626337.3986685, "env_id": null}
r,l,t
-1820.0,89,18.146473
-1999.0,89,30.347449
-1493.0,89,40.592099
-1862.0,89,51.290653
-1762.0,89,62.517831
-1500.0,89,72.473592
-1780.0,89,82.817859
-1860.0,89,93.020767
-1784.0,89,106.518241
-1800.0,89,119.460721
-1986.0,89,132.022211
-1817.0,89,143.715115
-1740.0,89,154.950103
-2147.0,89,166.653584
-1516.0,89,177.561699
-1712.0,89,189.205833
-1811.0,89,200.137263
-1953.0,89,211.243566
-1753.0,89,222.166316
-1873.0,89,232.623327
-1754.0,89,243.375191
-1743.0,89,254.19223
-1609.0,89,264.552914
-1900.0,89,277.095722
-1703.0,89,287.672011
-2030.0,89,298.394778
-1422.0,89,308.831946
-1568.0,89,319.190768
-1583.0,89,329.67077
-1812.0,89,340.078495
-1580.0,89,349.977313
-1727.0,89,360.791176
-1412.0,89,371.396391
-1480.0,89,381.716639
-1582.0,89,392.145897
-1599.0,89,402.672308
-1344.0,89,413.016008
-1632.0,89,423.547429
-1486.0,89,433.524095
-1547.0,89,443.581722
-1760.0,89,455.933679
-1501.0,89,465.897442
-1787.0,89,477.292174
-1484.0,89,487.73702
-1553.0,89,497.916029
-1481.0,89,508.071464
-1278.0,89,519.918884
-1512.0,89,530.58478
-1421.0,89,540.641922
-1381.0,89,550.508364
-1387.0,89,562.156929
-1424.0,89,572.806111
-1499.0,89,583.850269
-1545.0,89,594.365942
-1482.0,89,604.274076
-1496.0,89,614.726801
-1332.0,89,624.593682
-1687.0,89,635.073271
-1352.0,89,644.993085
-1478.0,89,655.362309
-1429.0,89,666.845057
-1807.0,89,677.344504
-1376.0,89,687.487544
-1348.0,89,698.102376
-1491.0,89,708.518226
-1412.0,89,718.739415
-1446.0,89,728.986914
-1521.0,89,739.454863
-1370.0,89,749.624927
-1207.0,89,760.7221
-1335.0,89,772.554496
-1281.0,89,782.634064
-1435.0,89,792.848771
-1143.0,89,805.700934
-1291.0,89,824.080661
-1278.0,89,838.422829
-1387.0,89,851.069965
-1529.0,89,865.512124
-1410.0,89,877.927745
-1678.0,89,889.667852
-1401.0,89,902.508214
-1182.0,89,915.051245
-1148.0,89,927.447345
-1559.0,89,938.98561
-1469.0,89,950.474165
-1096.0,89,961.618248
-1166.0,89,972.987837
-1751.0,89,984.381531
-1194.0,89,996.087855
-1292.0,89,1008.205328
-1307.0,89,1019.980799
-1247.0,89,1033.161866
-1042.0,89,1046.524871
-1027.0,89,1058.437235
-1048.0,89,1070.037752
-1107.0,89,1082.992155
-1537.0,89,1095.609006
-1267.0,89,1107.826054
-1194.0,89,1121.779894
-1264.0,89,1136.193944
-1340.0,89,1148.567483
-1299.0,89,1163.49653
-1175.0,89,1176.399589
-1473.0,89,1190.416855
-1033.0,89,1203.533386
-1404.0,89,1217.136924
-1171.0,89,1229.359443
-1371.0,89,1243.43848
-1151.0,89,1256.153007
-1347.0,89,1268.928031
-1251.0,89,1281.515056
-1297.0,89,1295.846581
-1207.0,89,1308.782104
-1019.0,89,1321.455124
-1243.0,89,1334.200494
-1336.0,89,1349.237507
-1070.0,89,1361.095521
-1293.0,89,1374.498538
-1057.0,89,1387.128055
-1097.0,89,1399.530068
-1255.0,89,1412.241692
-893.0,89,1425.418075
-1080.0,89,1437.645587
-1093.0,89,1450.5206
-1571.0,89,1463.775608
-1322.0,89,1476.759119
-1143.0,89,1489.406629
-1226.0,89,1502.576639
-1235.0,89,1515.565149
-882.0,89,1527.69415
-1165.0,89,1540.502159
-1194.0,89,1555.285667
-1046.0,89,1567.86467
-1178.0,89,1580.605178
-1298.0,89,1593.676183
-879.0,89,1605.738189
-1077.0,89,1618.89722
-1015.0,89,1631.808193
-1246.0,89,1646.357198
-1072.0,89,1658.570704
-1069.0,89,1671.196199
-1169.0,89,1685.740705
-1099.0,89,1697.385124
-850.0,89,1712.237123
-1002.0,89,1729.362689
-862.0,89,1744.801196
-1095.0,89,1755.376477
-1060.0,89,1769.075073
-931.0,89,1783.319529
-1037.0,89,1796.744026
-958.0,89,1807.258881
-917.0,89,1821.125389
-1127.0,89,1833.942309
-1079.0,89,1846.490252
-927.0,89,1859.286696
-961.0,89,1871.727741
-1253.0,89,1884.595631
-1063.0,89,1898.202018
-1102.0,89,1910.876099
-869.0,89,1922.179751
-1109.0,89,1934.662366
-921.0,89,1951.019153
-1113.0,89,1964.119693
-1143.0,89,1976.784669
-1055.0,89,1989.220563
-841.0,89,2001.419911
-774.0,89,2013.005068
-904.0,89,2024.62532
-880.0,89,2035.883135
-1113.0,89,2047.597681
-944.0,89,2059.247069
-699.0,89,2072.27883
-851.0,89,2086.429826
-826.0,89,2099.681649
-676.0,89,2112.394158
-726.0,89,2125.382446
-993.0,89,2138.403125
-970.0,89,2151.168583
-841.0,89,2163.681581
-828.0,89,2176.098572
-1033.0,89,2188.02177
-882.0,89,2199.808821
-897.0,89,2213.748318
-982.0,89,2226.798209
-772.0,89,2240.325114
-740.0,89,2252.585073
-571.0,89,2265.161211
-705.0,89,2276.876754
-772.0,89,2288.951754
-954.0,89,2302.273251
-922.0,89,2315.045647
-860.0,89,2327.013633
-968.0,89,2342.553843
-880.0,89,2355.571562
-805.0,89,2368.119005
-876.0,89,2380.526273
-804.0,89,2393.042265
-786.0,89,2405.005598
-796.0,89,2417.390973
-800.0,89,2430.891964
-859.0,89,2442.938665
-894.0,89,2455.783332
-623.0,89,2468.649209
-855.0,89,2480.503081
-871.0,89,2493.230405
-931.0,89,2505.710458
-745.0,89,2517.697864
-801.0,89,2532.85426
-862.0,89,2545.637831
-639.0,89,2557.832964
-859.0,89,2570.339444
-804.0,89,2582.946636
-871.0,89,2598.852766
-759.0,89,2612.150121
-790.0,89,2625.406959
-793.0,89,2637.591287
-677.0,89,2650.452921
-812.0,89,2662.767277
-630.0,89,2674.587231
-769.0,89,2687.369234
-724.0,89,2698.883397
-691.0,89,2708.909892
-984.0,89,2721.501398
-826.0,89,2734.12618
-679.0,89,2746.503472
-886.0,89,2759.333466
-625.0,89,2771.107455
-827.0,89,2783.565117
-956.0,89,2795.98211
-835.0,89,2807.962946
-871.0,89,2822.542913
-584.0,89,2834.777312
-838.0,89,2848.663953
-576.0,89,2860.491987
-603.0,89,2872.532551
-671.0,89,2887.401637
-724.0,89,2899.55963
-747.0,89,2912.160738
-721.0,89,2924.114804
-958.0,89,2936.067226
-732.0,89,2947.889836
-757.0,89,2960.267802
-689.0,89,2973.6232
-531.0,89,2984.243372
-552.0,89,2994.64393
-751.0,89,3005.383397
-708.0,89,3016.858129
-1158.0,89,3028.357294
-692.0,89,3039.151481
-662.0,89,3049.828762
-689.0,89,3060.28795
-826.0,89,3071.100273
-641.0,89,3082.501903
-540.0,89,3093.864719
-476.0,89,3103.248572
-767.0,89,3113.173704
-516.0,89,3123.083137
-599.0,89,3132.538674
-592.0,89,3141.782485
-659.0,89,3151.543638
-524.0,89,3160.985678
-984.0,89,3171.574226
-586.0,89,3181.575408
-876.0,89,3192.129907
-491.0,89,3203.210173
-778.0,89,3214.84817
-753.0,89,3224.071242
-814.0,89,3234.251342
-974.0,89,3244.133026
-746.0,89,3254.223558
-593.0,89,3263.790266
-636.0,89,3274.275265
-475.0,89,3284.276205
-790.0,89,3295.501556
-724.0,89,3308.201659
-697.0,89,3318.365338
-610.0,89,3330.620921
-554.0,89,3340.153362
-645.0,89,3349.983861
-582.0,89,3359.528657
-415.0,89,3369.851578
-553.0,89,3384.309546
-685.0,89,3395.835079
-615.0,89,3408.136558
-636.0,89,3419.272729
-454.0,89,3430.169677
-636.0,89,3441.210939
-1113.0,89,3455.737934
-631.0,89,3468.553931
-600.0,89,3480.991926
-534.0,89,3493.229619
-446.0,89,3505.465113
-763.0,89,3517.870107
-776.0,89,3531.534604
-583.0,89,3544.707601
-607.0,89,3556.497596
-668.0,89,3570.242804
-859.0,89,3582.051799
-692.0,89,3592.199862
-639.0,89,3606.906753
-1137.0,89,3621.472752
-563.0,89,3633.689774
-680.0,89,3647.077729
-378.0,89,3660.652965
-604.0,89,3671.953877
-560.0,89,3683.485513
-469.0,89,3695.047487
-637.0,89,3705.721456
-606.0,89,3717.302515
-607.0,89,3728.295738
-563.0,89,3739.114488
-342.0,89,3749.970272
-586.0,89,3761.275526
-428.0,89,3773.432579
-618.0,89,3784.657452
-420.0,89,3795.361259
-347.0,89,3806.101771
-579.0,89,3817.409236
-744.0,89,3829.150248
-816.0,89,3841.321146
-788.0,89,3852.911642
-484.0,89,3864.112938
-530.0,89,3880.071114
-557.0,89,3892.905439
-587.0,89,3904.734739
-490.0,89,3916.685364
-650.0,89,3928.123237
-619.0,89,3940.50911
-532.0,89,3952.840211
-540.0,89,3964.885864
-414.0,89,3976.564858
-492.0,89,3987.277178
-546.0,89,3997.67879
-510.0,89,4010.363442
-528.0,89,4021.551921
-439.0,89,4032.085752
-559.0,89,4043.176748
-399.0,89,4054.010388
-558.0,89,4065.676472
-316.0,89,4076.783468
-415.0,89,4087.184181
-659.0,89,4098.091583
-434.0,89,4108.845115
-564.0,89,4124.016537
-513.0,89,4135.158063
-524.0,89,4147.558939
-589.0,89,4158.160878
-359.0,89,4168.827408
-631.0,89,4180.048633
-460.0,89,4190.76639
-312.0,89,4201.466479
-679.0,89,4212.138088
-576.0,89,4223.054083
-376.0,89,4234.40917
-554.0,89,4246.369449
-404.0,89,4257.357271
-565.0,89,4267.568239
