episode,reward,total_throughput
1382,-744.0,59
1383,-1170.0,47
1384,-457.0,60
1385,-822.0,52
1386,-760.0,52
1387,-347.0,62
1388,-949.0,59
1389,-309.0,61
1390,-601.0,61
1391,-734.0,55
1392,-394.0,63
1393,-560.0,61
1394,-446.0,60
1395,-442.0,62
1396,-1177.0,54
1397,-735.0,60
1398,-1643.0,42
1399,-685.0,60
1400,-691.0,50
1401,-403.0,63
1402,-760.0,58
1403,-605.0,59
1404,-335.0,63
1405,-254.0,61
1406,-852.0,59
1407,-512.0,59
1408,-231.0,61
1409,-952.0,57
1410,-673.0,53
1411,-666.0,60
1412,-874.0,59
1413,-569.0,62
1414,-980.0,49
1415,-611.0,61
1416,-673.0,54
1417,-378.0,61
1418,-882.0,60
1419,-503.0,62
1420,-386.0,61
1421,-953.0,56
1422,-446.0,59
1423,-950.0,61
1424,-340.0,59
1425,-574.0,62
1426,-741.0,60
1427,-916.0,51
1428,-783.0,57
1429,-821.0,61
1430,-399.0,59
1431,-263.0,63
1432,-541.0,57
1433,-381.0,62
1434,-563.0,58
1435,-1497.0,50
1436,-534.0,57
1437,-507.0,56
1438,-2787.0,41
1439,-1801.0,50
1440,-945.0,49
1441,-2620.0,43
1442,-389.0,62
1443,-448.0,62
1444,-350.0,59
1445,-472.0,60
1446,-318.0,60
1447,-440.0,64
1448,-1892.0,49
1449,-690.0,60
1450,-503.0,59
1451,-461.0,62
1452,-656.0,57
1453,-1534.0,47
1454,-504.0,57
1455,-1527.0,53
1456,-742.0,56
1457,-467.0,62
1458,-875.0,55
1459,-355.0,63
1460,-497.0,63
1461,-414.0,60
1462,-701.0,58
1463,-903.0,56
1464,-280.0,63
1465,-690.0,59
1466,-697.0,52
1467,-224.0,62
1468,-686.0,59
1469,-836.0,51
1470,-406.0,61
1471,-645.0,63
1472,-499.0,59
1473,-726.0,59
1474,-216.0,64
1475,-388.0,61
1476,-460.0,60
1477,-247.0,62
1478,-260.0,62
1479,-246.0,61
1480,-246.0,61
1481,-246.0,61
1482,-246.0,61
1483,-246.0,61
1484,-246.0,61
1485,-246.0,61
1486,-246.0,61
1487,-246.0,61
1488,-246.0,61
1489,-246.0,61
1490,-246.0,61
1491,-246.0,61
1492,-246.0,61
1493,-246.0,61
1494,-246.0,61
1495,-246.0,61
1496,-246.0,61
1497,-246.0,61
1498,-246.0,61
1499,-246.0,61
1500,-246.0,61
1501,-246.0,61
1502,-246.0,61
1503,-246.0,61
1504,-246.0,61
1505,-246.0,61
1506,-246.0,61
1507,-246.0,61
1508,-246.0,61
1509,-246.0,61
1510,-246.0,61
1511,-246.0,61
1512,-246.0,61
1513,-246.0,61
1514,-246.0,61
1515,-246.0,61
1516,-246.0,61
1517,-246.0,61
1518,-246.0,61
1519,-246.0,61
1520,-246.0,61
1521,-246.0,61
1522,-246.0,61
1523,-246.0,61
1524,-246.0,61
1525,-246.0,61
1526,-246.0,61
1527,-246.0,61
1528,-246.0,61
1529,-246.0,61
1530,-246.0,61
1531,-246.0,61
1532,-246.0,61
1533,-246.0,61
1534,-246.0,61
1535,-246.0,61
1536,-246.0,61
1537,-246.0,61
1538,-246.0,61
1539,-246.0,61
1540,-246.0,61
1541,-246.0,61
1542,-246.0,61
1543,-246.0,61
1544,-246.0,61
1545,-246.0,61
1546,-246.0,61
1547,-246.0,61
1548,-246.0,61
1549,-246.0,61
1550,-246.0,61
1551,-246.0,61
1552,-246.0,61
1553,-246.0,61
1554,-246.0,61
1555,-246.0,61
1556,-246.0,61
1557,-246.0,61
1558,-246.0,61
1559,-246.0,61
1560,-246.0,61
1561,-246.0,61
1562,-246.0,61
1563,-246.0,61
1564,-246.0,61
1565,-246.0,61
1566,-246.0,61
1567,-246.0,61
1568,-246.0,61
1569,-246.0,61
1570,-246.0,61
1571,-246.0,61
1572,-246.0,61
1573,-246.0,61
1574,-246.0,61
1575,-246.0,61
1576,-246.0,61
1577,-246.0,61
1578,-246.0,61
1579,-246.0,61
1580,-246.0,61
1581,-246.0,61
1582,-246.0,61
1583,-246.0,61
1584,-246.0,61
1585,-246.0,61
1586,-246.0,61
1587,-246.0,61
1588,-246.0,61
1589,-246.0,61
1590,-246.0,61
1591,-246.0,61
1592,-246.0,61
1593,-246.0,61
1594,-246.0,61
1595,-246.0,61
1596,-246.0,61
1597,-246.0,61
1598,-246.0,61
1599,-246.0,61
1600,-246.0,61
1601,-246.0,61
1602,-246.0,61
1603,-246.0,61
1604,-246.0,61
1605,-246.0,61
1606,-246.0,61
1607,-246.0,61
1608,-246.0,61
1609,-246.0,61
1610,-246.0,61
1611,-246.0,61
1612,-246.0,61
1613,-246.0,61
1614,-246.0,61
1615,-246.0,61
1616,-246.0,61
1617,-246.0,61
1618,-246.0,61
1619,-246.0,61
1620,-246.0,61
1621,-246.0,61
1622,-246.0,61
1623,-246.0,61
1624,-246.0,61
1625,-246.0,61
1626,-246.0,61
1627,-246.0,61
1628,-246.0,61
1629,-246.0,61
1630,-246.0,61
1631,-246.0,61
1632,-246.0,61
1633,-246.0,61
1634,-246.0,61
1635,-246.0,61
1636,-246.0,61
1637,-246.0,61
1638,-246.0,61
1639,-246.0,61
1640,-246.0,61
1641,-246.0,61
1642,-246.0,61
1643,-246.0,61
1644,-246.0,61
1645,-246.0,61
1646,-246.0,61
1647,-246.0,61
1648,-246.0,61
1649,-246.0,61
1650,-246.0,61
1651,-246.0,61
1652,-246.0,61
1653,-246.0,61
1654,-246.0,61
1655,-246.0,61
1656,-246.0,61
1657,-246.0,61
1658,-246.0,61
1659,-246.0,61
1660,-246.0,61
1661,-246.0,61
1662,-246.0,61
1663,-246.0,61
1664,-246.0,61
1665,-246.0,61
1666,-246.0,61
1667,-246.0,61
1668,-246.0,61
1669,-246.0,61
1670,-246.0,61
1671,-246.0,61
1672,-246.0,61
1673,-246.0,61
1674,-246.0,61
1675,-246.0,61
1676,-246.0,61
1677,-246.0,61
1678,-246.0,61
1679,-246.0,61
1680,-246.0,61
1681,-246.0,61
1682,-246.0,61
1683,-246.0,61
1684,-246.0,61
1685,-246.0,61
1686,-246.0,61
1687,-246.0,61
1688,-246.0,61
1689,-246.0,61
1690,-246.0,61
1691,-246.0,61
1692,-246.0,61
1693,-246.0,61
1694,-246.0,61
1695,-246.0,61
1696,-246.0,61
1697,-246.0,61
1698,-246.0,61
1699,-246.0,61
1700,-246.0,61
1701,-246.0,61
1702,-246.0,61
1703,-246.0,61
1704,-246.0,61
1705,-246.0,61
1706,-246.0,61
1707,-246.0,61
1708,-246.0,61
1709,-246.0,61
1710,-246.0,61
1711,-246.0,61
1712,-246.0,61
1713,-246.0,61
1714,-246.0,61
1715,-246.0,61
1716,-246.0,61
1717,-246.0,61
1718,-246.0,61
1719,-246.0,61
1720,-246.0,61
1721,-246.0,61
1722,-246.0,61
1723,-246.0,61
1724,-246.0,61
1725,-246.0,61
1726,-246.0,61
1727,-246.0,61
1728,-246.0,61
1729,-246.0,61
1730,-246.0,61
1731,-246.0,61
1732,-246.0,61
1733,-246.0,61
1734,-246.0,61
1735,-246.0,61
1736,-246.0,61
1737,-246.0,61
1738,-246.0,61
1739,-246.0,61
1740,-246.0,61
1741,-246.0,61
1742,-246.0,61
1743,-246.0,61
1744,-246.0,61
1745,-246.0,61
1746,-246.0,61
1747,-246.0,61
1748,-246.0,61
1749,-246.0,61
1750,-246.0,61
1751,-246.0,61
1752,-246.0,61
1753,-246.0,61
1754,-246.0,61
1755,-246.0,61
1756,-246.0,61
1757,-246.0,61
1758,-246.0,61
1759,-246.0,61
1760,-246.0,61
1761,-246.0,61
1762,-246.0,61
1763,-246.0,61
1764,-246.0,61
1765,-246.0,61
1766,-246.0,61
1767,-246.0,61
1768,-246.0,61
1769,-246.0,61
1770,-246.0,61
1771,-246.0,61
1772,-246.0,61
1773,-246.0,61
1774,-246.0,61
1775,-246.0,61
1776,-246.0,61
1777,-246.0,61
1778,-246.0,61
1779,-246.0,61
1780,-246.0,61
1781,-246.0,61
1782,-246.0,61
1783,-246.0,61
1784,-246.0,61
1785,-246.0,61
1786,-246.0,61
1787,-246.0,61
1788,-246.0,61
1789,-246.0,61
1790,-246.0,61
1791,-246.0,61
1792,-246.0,61
1793,-246.0,61
1794,-246.0,61
1795,-246.0,61
1796,-246.0,61
1797,-246.0,61
1798,-246.0,61
1799,-246.0,61
1800,-246.0,61
1801,-246.0,61
1802,-246.0,61
1803,-246.0,61
1804,-246.0,61
1805,-246.0,61
1806,-246.0,61
1807,-246.0,61
1808,-246.0,61
1809,-246.0,61
1810,-246.0,61
1811,-246.0,61
1812,-246.0,61
1813,-246.0,61
1814,-246.0,61
1815,-246.0,61
1816,-246.0,61
1817,-246.0,61
1818,-246.0,61
1819,-246.0,61
1820,-246.0,61
1821,-246.0,61
1822,-246.0,61
1823,-246.0,61
1824,-246.0,61
1825,-246.0,61
1826,-246.0,61
1827,-246.0,61
1828,-246.0,61
1829,-246.0,61
1830,-246.0,61
1831,-246.0,61
1832,-246.0,61
1833,-246.0,61
1834,-246.0,61
1835,-246.0,61
1836,-246.0,61
1837,-246.0,61
1838,-246.0,61
1839,-246.0,61
1840,-246.0,61
1841,-246.0,61
1842,-246.0,61
1843,-246.0,61
1844,-246.0,61
1845,-246.0,61
1846,-246.0,61
1847,-246.0,61
1848,-246.0,61
1849,-246.0,61
1850,-246.0,61
1851,-246.0,61
1852,-246.0,61
1853,-246.0,61
1854,-246.0,61
1855,-246.0,61
1856,-246.0,61
1857,-246.0,61
1858,-246.0,61
1859,-246.0,61
1860,-246.0,61
1861,-246.0,61
1862,-246.0,61
1863,-246.0,61
1864,-246.0,61
1865,-246.0,61
1866,-246.0,61
1867,-246.0,61
1868,-246.0,61
1869,-246.0,61
1870,-246.0,61
1871,-246.0,61
1872,-246.0,61
1873,-246.0,61
1874,-246.0,61
1875,-246.0,61
1876,-246.0,61
1877,-246.0,61
1878,-246.0,61
1879,-246.0,61
1880,-246.0,61
1881,-246.0,61
1882,-246.0,61
1883,-246.0,61
1884,-246.0,61
1885,-246.0,61
1886,-246.0,61
1887,-246.0,61
1888,-246.0,61
1889,-246.0,61
1890,-246.0,61
1891,-246.0,61
1892,-246.0,61
1893,-246.0,61
1894,-246.0,61
1895,-246.0,61
1896,-246.0,61
1897,-246.0,61
1898,-246.0,61
1899,-246.0,61
1900,-246.0,61
1901,-246.0,61
1902,-246.0,61
1903,-246.0,61
1904,-246.0,61
1905,-246.0,61
1906,-246.0,61
1907,-246.0,61
1908,-246.0,61
1909,-246.0,61
1910,-246.0,61
1911,-246.0,61
1912,-246.0,61
1913,-246.0,61
1914,-246.0,61
1915,-246.0,61
1916,-246.0,61
1917,-246.0,61
1918,-246.0,61
1919,-246.0,61
1920,-246.0,61
1921,-246.0,61
1922,-246.0,61
1923,-246.0,61
1924,-246.0,61
1925,-246.0,61
1926,-246.0,61
1927,-246.0,61
1928,-246.0,61
1929,-246.0,61
1930,-246.0,61
1931,-246.0,61
1932,-246.0,61
1933,-246.0,61
1934,-246.0,61
1935,-246.0,61
1936,-246.0,61
1937,-246.0,61
1938,-246.0,61
1939,-246.0,61
1940,-246.0,61
1941,-246.0,61
1942,-246.0,61
1943,-246.0,61
1944,-246.0,61
1945,-246.0,61
1946,-246.0,61
1947,-246.0,61
1948,-246.0,61
1949,-246.0,61
1950,-246.0,61
1951,-246.0,61
1952,-246.0,61
1953,-246.0,61
1954,-246.0,61
1955,-246.0,61
1956,-246.0,61
1957,-246.0,61
1958,-246.0,61
1959,-246.0,61
1960,-246.0,61
1961,-246.0,61
1962,-246.0,61
1963,-246.0,61
1964,-246.0,61
1965,-246.0,61
1966,-246.0,61
1967,-246.0,61
1968,-246.0,61
1969,-246.0,61
1970,-246.0,61
1971,-246.0,61
1972,-246.0,61
1973,-246.0,61
1974,-246.0,61
1975,-246.0,61
1976,-246.0,61
1977,-246.0,61
1978,-246.0,61
1979,-246.0,61
1980,-246.0,61
1981,-246.0,61
1982,-246.0,61
1983,-246.0,61
1984,-246.0,61
1985,-246.0,61
1986,-246.0,61
1987,-246.0,61
1988,-246.0,61
1989,-246.0,61
1990,-246.0,61
1991,-246.0,61
1992,-246.0,61
1993,-246.0,61
1994,-246.0,61
1995,-246.0,61
1996,-246.0,61
1997,-246.0,61
1998,-246.0,61
1999,-246.0,61
2000,-246.0,61
