#{"t_start": 1653573153.3941622, "env_id": null}
r,l,t
-627.840476,89,16.067467
-729.16155,89,32.867973
-665.33527,89,49.203979
-780.797604,89,65.876465
-719.550672,89,82.012463
-1240.680758,89,97.738961
-766.784774,89,112.024961
-723.553608,89,126.80296
-912.90664,89,141.58546
-526.599349,89,155.600459
-595.531109,89,171.445961
-967.591701,89,186.797965
-944.675656,89,203.914958
-652.000705,89,218.898457
-475.969913,89,233.768462
-1465.308924,89,248.743452
-672.832212,89,262.284451
-931.572486,89,275.905957
-734.675386,89,290.027446
-728.015965,89,303.189446
-508.152183,89,316.232445
-787.70615,89,331.633945
-854.11205,89,345.42894
-1274.621764,89,359.490443
-1064.24585,89,375.145441
-746.79003,89,389.034439
-464.903752,89,403.306957
-906.740645,89,417.484959
-418.51176,89,430.82396
-855.391582,89,444.89546
-616.548341,89,458.907958
-736.647403,89,472.66146
-892.992748,89,487.063459
-707.232318,89,501.016456
-1126.566478,89,515.354999
-742.092063,89,529.067957
-1226.04897,89,543.280957
-623.828083,89,556.672456
-986.723027,89,570.772457
-904.539959,89,584.600456
-751.649551,89,598.569457
-613.891611,89,611.785955
-819.671886,89,625.488956
-860.052315,89,639.579455
-802.045335,89,653.574955
-608.417305,89,666.724955
-874.052627,89,680.307955
-773.102649,89,693.899458
-806.86951,89,707.690461
-616.542806,89,721.775955
-720.288889,89,735.336953
-707.228043,89,749.570453
-778.276701,89,763.849952
-712.524324,89,777.810452
-410.611827,89,791.280452
-721.252337,89,804.95696
-977.752323,89,819.232452
-1108.91675,89,833.349454
-817.141928,89,847.039451
-878.443545,89,861.156471
-611.030519,89,874.992954
-960.467763,89,889.331952
-1000.055878,89,903.250952
-891.261921,89,917.36545
-937.921523,89,931.367951
-581.754582,89,944.850951
-803.457272,89,958.934953
-903.494689,89,973.45945
-622.88166,89,987.138956
-585.958333,89,1000.413952
-782.653147,89,1014.367949
-922.152084,89,1028.483457
-615.048993,89,1042.021948
-988.852973,89,1056.183449
-742.255985,89,1069.46845
-661.987637,89,1082.935447
-857.151284,89,1097.616948
-470.726984,89,1111.031946
-413.194444,89,1124.189948
-422.828663,89,1137.698946
-695.51945,89,1151.529953
-1262.502754,89,1166.089953
-654.575794,89,1179.770459
-830.006794,89,1193.790946
-690.53549,89,1207.763446
