episode,reward,total_throughput
560,-4599.0,77
561,-4794.0,83
562,-5416.0,72
563,-5432.0,69
564,-5351.0,72
565,-5309.0,69
566,-4943.0,73
567,-6375.0,65
568,-4812.0,79
569,-6601.0,66
570,-5555.0,75
571,-5569.0,70
572,-5056.0,74
573,-5655.0,68
574,-5572.0,64
575,-6016.0,61
576,-5303.0,73
577,-6148.0,67
578,-5244.0,71
579,-5618.0,70
580,-5531.0,65
581,-5358.0,70
582,-5585.0,69
583,-4618.0,82
584,-5363.0,77
585,-5618.0,73
586,-4564.0,76
587,-5294.0,69
588,-5681.0,70
589,-5802.0,70
590,-5632.0,68
591,-5041.0,76
592,-5584.0,71
593,-4860.0,87
594,-5843.0,68
595,-5410.0,73
596,-5752.0,64
597,-5521.0,70
598,-4802.0,80
599,-4816.0,74
600,-5129.0,73
601,-5445.0,73
602,-4912.0,76
603,-6147.0,65
604,-5903.0,64
605,-5630.0,69
606,-5502.0,72
607,-5093.0,73
608,-5524.0,68
609,-5497.0,75
610,-5784.0,70
611,-4985.0,74
612,-5565.0,68
613,-5538.0,76
614,-4816.0,73
615,-5156.0,78
616,-4797.0,79
617,-5086.0,79
618,-5477.0,74
619,-5990.0,63
620,-5317.0,73
621,-5477.0,69
622,-5305.0,75
623,-5470.0,69
624,-5270.0,73
625,-5405.0,74
626,-4845.0,77
627,-5556.0,73
628,-6545.0,55
629,-5475.0,69
630,-5759.0,68
631,-5042.0,72
632,-5927.0,66
633,-4657.0,84
634,-5568.0,65
635,-5592.0,66
636,-5650.0,75
637,-4642.0,79
638,-5188.0,67
639,-4877.0,74
640,-5138.0,76
641,-5591.0,69
642,-6172.0,62
643,-5310.0,68
644,-5608.0,71
645,-5651.0,73
646,-5549.0,73
647,-5719.0,68
648,-5520.0,67
649,-5328.0,72
650,-5104.0,75
651,-5094.0,73
652,-5452.0,80
653,-4576.0,78
654,-4934.0,76
655,-5519.0,65
656,-5455.0,70
657,-6070.0,65
658,-5587.0,66
659,-6074.0,66
660,-4878.0,82
661,-5596.0,68
662,-5580.0,59
663,-5226.0,78
664,-4811.0,79
665,-5281.0,74
666,-5634.0,71
667,-5949.0,69
668,-5445.0,71
669,-4882.0,77
670,-5790.0,68
671,-4783.0,74
672,-5500.0,74
673,-5622.0,66
674,-4710.0,81
675,-5518.0,66
676,-5195.0,72
677,-5553.0,69
678,-5624.0,69
679,-5858.0,67
680,-5819.0,69
681,-5469.0,72
682,-5232.0,69
683,-4911.0,75
684,-4586.0,79
685,-5709.0,68
686,-4549.0,79
687,-4968.0,72
688,-5300.0,71
689,-5072.0,74
690,-5181.0,77
691,-6431.0,66
692,-5600.0,67
693,-5559.0,71
694,-5530.0,66
695,-5950.0,64
696,-5559.0,70
697,-5646.0,67
698,-4980.0,76
699,-4869.0,73
700,-4662.0,76
701,-5031.0,71
702,-5661.0,63
703,-4876.0,70
704,-5442.0,69
705,-6152.0,63
706,-5248.0,76
707,-5968.0,62
708,-5069.0,76
709,-4580.0,77
710,-5771.0,69
711,-4974.0,69
712,-5873.0,65
713,-4847.0,75
714,-6862.0,55
715,-6049.0,60
716,-5391.0,76
717,-5620.0,66
718,-5148.0,75
719,-4774.0,75
720,-5058.0,75
721,-5991.0,63
722,-5041.0,74
723,-5212.0,69
724,-5292.0,72
725,-5753.0,66
726,-4939.0,74
727,-5423.0,73
728,-4892.0,75
729,-4817.0,74
730,-4133.0,85
731,-5276.0,70
732,-5926.0,68
733,-5277.0,77
734,-5371.0,69
735,-4502.0,77
736,-5482.0,69
737,-5689.0,67
738,-5933.0,63
739,-5384.0,67
740,-4830.0,72
741,-5616.0,67
742,-5550.0,72
743,-5557.0,67
744,-5806.0,65
745,-5282.0,71
746,-5901.0,66
747,-6752.0,54
748,-5452.0,70
749,-5394.0,69
750,-5075.0,68
751,-4961.0,72
752,-5336.0,67
753,-5468.0,69
754,-5938.0,70
755,-6677.0,60
756,-4753.0,82
757,-5822.0,70
758,-6145.0,68
759,-5704.0,70
760,-5376.0,66
761,-5257.0,72
762,-5136.0,68
763,-5644.0,63
764,-5340.0,70
765,-5994.0,67
766,-5639.0,69
767,-5204.0,73
768,-4881.0,75
769,-5576.0,68
770,-5818.0,69
771,-5417.0,71
772,-5825.0,63
773,-5793.0,65
774,-4952.0,77
775,-5201.0,72
776,-5977.0,68
777,-4977.0,72
778,-5523.0,70
779,-5425.0,72
780,-5501.0,69
781,-4593.0,76
782,-4120.0,79
783,-6003.0,59
784,-5390.0,67
785,-5281.0,73
786,-5784.0,69
787,-5168.0,75
788,-5863.0,67
789,-4787.0,72
790,-4863.0,74
791,-4736.0,75
792,-4804.0,75
793,-5422.0,68
794,-4807.0,73
795,-5340.0,65
796,-5036.0,76
797,-5167.0,73
798,-5490.0,68
799,-5083.0,76
800,-5728.0,68
801,-5073.0,77
802,-5251.0,74
803,-5103.0,76
804,-6109.0,62
805,-5344.0,73
806,-4545.0,78
807,-5885.0,60
808,-5895.0,66
809,-4933.0,74
810,-5410.0,70
811,-4911.0,77
812,-5182.0,71
813,-5068.0,74
814,-5248.0,73
815,-5586.0,67
816,-5658.0,60
817,-5802.0,70
818,-5872.0,63
819,-4800.0,74
820,-5021.0,66
821,-6816.0,59
822,-6040.0,63
823,-5715.0,65
824,-6240.0,66
825,-5325.0,69
826,-5798.0,69
827,-5674.0,64
828,-4869.0,76
829,-5384.0,67
830,-6064.0,61
831,-5693.0,73
832,-5666.0,76
833,-5863.0,64
834,-5529.0,64
835,-6088.0,64
836,-5527.0,67
837,-4838.0,74
838,-5911.0,62
839,-5093.0,75
840,-4772.0,76
841,-4590.0,78
842,-5334.0,71
843,-4549.0,72
844,-5243.0,70
845,-4784.0,80
846,-5409.0,69
847,-5426.0,73
848,-5643.0,68
849,-5416.0,69
850,-4833.0,73
851,-5514.0,71
852,-5366.0,72
853,-5488.0,74
854,-6246.0,62
855,-5698.0,68
856,-4950.0,77
857,-5012.0,72
858,-4220.0,78
859,-6520.0,60
860,-5178.0,72
861,-5946.0,63
862,-5168.0,73
863,-4673.0,77
864,-5056.0,71
865,-4744.0,77
866,-5046.0,74
867,-5300.0,71
868,-5824.0,64
869,-5477.0,69
870,-5212.0,72
871,-5848.0,65
872,-5663.0,72
873,-4963.0,77
874,-5404.0,68
875,-5856.0,61
876,-5471.0,77
877,-5667.0,69
878,-5888.0,71
879,-5181.0,75
880,-5360.0,65
881,-5612.0,71
882,-6086.0,64
883,-5077.0,66
884,-5825.0,62
885,-5882.0,66
886,-5244.0,73
887,-5575.0,68
888,-4866.0,80
889,-5605.0,69
890,-5220.0,69
891,-5297.0,74
892,-4591.0,83
893,-5623.0,67
894,-5767.0,66
895,-6140.0,64
896,-5608.0,65
897,-5532.0,70
898,-5213.0,72
899,-5261.0,78
900,-4919.0,70
901,-4188.0,81
902,-5643.0,68
903,-5213.0,71
904,-5068.0,68
905,-6764.0,57
906,-4995.0,70
907,-4915.0,76
908,-5109.0,79
909,-5202.0,71
910,-5455.0,66
911,-5762.0,66
912,-4342.0,80
913,-5846.0,62
914,-5032.0,73
915,-5552.0,68
916,-5176.0,71
917,-4893.0,73
918,-5180.0,71
919,-5785.0,66
920,-4872.0,70
921,-4793.0,78
922,-5169.0,66
923,-5005.0,69
924,-5088.0,68
925,-6026.0,66
926,-6408.0,55
927,-5538.0,69
928,-5511.0,64
929,-5307.0,70
930,-5430.0,72
931,-5482.0,68
932,-5175.0,72
933,-5298.0,70
934,-4538.0,72
935,-5703.0,69
936,-5419.0,69
937,-5285.0,70
938,-4560.0,83
939,-5628.0,66
940,-5032.0,73
941,-4150.0,84
942,-5125.0,72
943,-5282.0,71
944,-5754.0,76
945,-4528.0,79
946,-4878.0,73
947,-4433.0,83
948,-5251.0,69
949,-4844.0,72
950,-6083.0,62
951,-5235.0,69
952,-4578.0,74
953,-5516.0,69
954,-4989.0,80
955,-5631.0,67
956,-5366.0,68
957,-4655.0,76
958,-6998.0,52
959,-4470.0,75
960,-4629.0,76
961,-4320.0,79
962,-4614.0,76
963,-4835.0,69
964,-5360.0,71
965,-5433.0,70
966,-5516.0,67
967,-4615.0,79
968,-4962.0,73
969,-5089.0,74
970,-4843.0,74
971,-5484.0,62
972,-4967.0,78
973,-5117.0,73
974,-5248.0,69
975,-5212.0,70
976,-5623.0,65
977,-4912.0,74
978,-5152.0,70
979,-5919.0,62
980,-6163.0,58
981,-4833.0,69
982,-6095.0,62
983,-5224.0,73
984,-5066.0,66
985,-5774.0,65
986,-4501.0,78
987,-5352.0,69
988,-4993.0,73
989,-5130.0,72
990,-5373.0,67
991,-5099.0,69
992,-4758.0,77
993,-5119.0,72
994,-6163.0,62
995,-5057.0,71
996,-5677.0,71
997,-4622.0,73
998,-5136.0,70
999,-5290.0,74
1000,-5592.0,69
1001,-5676.0,66
1002,-4818.0,76
1003,-4508.0,74
1004,-5047.0,73
1005,-5903.0,61
1006,-5975.0,61
1007,-5755.0,66
1008,-5059.0,71
1009,-5191.0,75
1010,-4664.0,75
1011,-5491.0,70
1012,-5017.0,69
1013,-5360.0,67
1014,-4840.0,70
1015,-4990.0,73
1016,-4913.0,69
1017,-5212.0,68
1018,-5157.0,72
1019,-5144.0,71
1020,-5766.0,64
1021,-4828.0,77
1022,-5754.0,65
1023,-4883.0,77
1024,-4982.0,76
1025,-5324.0,69
1026,-4963.0,72
1027,-5454.0,65
1028,-4861.0,75
1029,-4864.0,75
1030,-5449.0,66
1031,-4329.0,80
1032,-5785.0,68
1033,-5019.0,71
1034,-5351.0,74
1035,-5413.0,70
1036,-5057.0,72
1037,-4608.0,77
1038,-4687.0,77
1039,-4411.0,75
1040,-6184.0,68
1041,-5035.0,72
1042,-5213.0,69
1043,-5738.0,62
1044,-4501.0,78
1045,-5545.0,68
1046,-5876.0,70
1047,-5036.0,64
1048,-4368.0,79
1049,-5272.0,68
1050,-4894.0,64
1051,-4843.0,71
1052,-4962.0,71
1053,-5287.0,69
1054,-5563.0,68
1055,-4846.0,77
1056,-5039.0,75
1057,-4608.0,73
1058,-5103.0,67
1059,-5257.0,74
1060,-4942.0,73
1061,-4752.0,77
1062,-5727.0,66
1063,-4805.0,73
1064,-5582.0,65
1065,-5556.0,66
1066,-5234.0,71
1067,-4866.0,78
1068,-4746.0,74
1069,-4843.0,73
1070,-4426.0,78
1071,-5214.0,71
1072,-5620.0,64
1073,-4640.0,75
1074,-4661.0,84
1075,-5933.0,68
1076,-4716.0,76
1077,-5633.0,66
1078,-5135.0,70
1079,-4534.0,75
1080,-4804.0,71
1081,-5008.0,70
1082,-5381.0,67
1083,-4823.0,76
1084,-4629.0,70
1085,-4505.0,75
1086,-5267.0,71
1087,-4566.0,78
1088,-5127.0,72
1089,-4943.0,72
1090,-4880.0,76
1091,-4916.0,71
1092,-4984.0,75
1093,-5624.0,69
1094,-4759.0,74
1095,-5174.0,68
1096,-4423.0,78
1097,-5194.0,68
1098,-4480.0,76
1099,-4902.0,69
1100,-5125.0,68
1101,-4791.0,72
1102,-5317.0,72
1103,-5132.0,74
1104,-3916.0,80
1105,-4809.0,73
1106,-6130.0,63
1107,-4792.0,72
1108,-5203.0,69
1109,-4413.0,77
1110,-4000.0,78
1111,-5148.0,71
1112,-5918.0,63
1113,-5449.0,64
1114,-5064.0,70
1115,-4867.0,72
1116,-4686.0,78
1117,-5124.0,68
1118,-4712.0,73
1119,-5297.0,69
1120,-5019.0,70
1121,-4259.0,77
1122,-5181.0,67
1123,-4610.0,71
1124,-5137.0,76
1125,-4764.0,72
1126,-4951.0,74
1127,-3970.0,85
1128,-4806.0,76
1129,-4349.0,84
1130,-4552.0,76
1131,-4631.0,75
1132,-4227.0,74
1133,-4864.0,69
1134,-5357.0,64
1135,-4217.0,80
1136,-5136.0,73
1137,-4828.0,75
1138,-5413.0,66
1139,-4950.0,72
1140,-5651.0,63
1141,-4735.0,73
1142,-4573.0,77
1143,-5480.0,68
1144,-6307.0,55
1145,-4554.0,73
1146,-5568.0,67
1147,-5782.0,63
1148,-5164.0,67
1149,-4091.0,82
1150,-5349.0,62
1151,-4829.0,74
1152,-4647.0,74
1153,-5620.0,61
1154,-5096.0,68
1155,-5253.0,71
1156,-5672.0,67
1157,-5701.0,61
1158,-5121.0,65
1159,-4521.0,73
1160,-5147.0,74
1161,-4580.0,70
1162,-4873.0,75
1163,-4736.0,67
1164,-5022.0,66
1165,-5539.0,63
1166,-4928.0,70
1167,-5434.0,66
1168,-5697.0,67
1169,-5875.0,64
1170,-5492.0,67
1171,-4471.0,76
1172,-4788.0,74
1173,-5701.0,61
1174,-5173.0,70
1175,-5552.0,64
1176,-5049.0,71
1177,-4559.0,73
1178,-5323.0,65
1179,-5302.0,66
1180,-4967.0,69
1181,-4112.0,76
1182,-6344.0,56
1183,-5201.0,68
1184,-4864.0,71
1185,-4346.0,76
1186,-4398.0,72
1187,-4772.0,74
1188,-4810.0,64
1189,-4768.0,77
1190,-5398.0,65
1191,-4463.0,81
1192,-4497.0,73
1193,-4799.0,77
1194,-5252.0,69
1195,-5229.0,66
1196,-5497.0,70
1197,-5304.0,79
1198,-4413.0,73
1199,-4905.0,70
1200,-4536.0,74
1201,-5126.0,69
1202,-4447.0,75
1203,-4704.0,71
1204,-5825.0,65
1205,-4460.0,75
1206,-5302.0,73
1207,-5224.0,66
1208,-5344.0,65
1209,-5684.0,66
1210,-4849.0,71
1211,-5579.0,68
1212,-4586.0,74
1213,-4657.0,74
1214,-5101.0,67
1215,-5365.0,74
1216,-4555.0,72
1217,-4727.0,75
1218,-4778.0,76
1219,-4767.0,73
1220,-4506.0,70
1221,-6241.0,64
1222,-4282.0,82
1223,-4619.0,73
1224,-4603.0,76
1225,-5064.0,74
1226,-5191.0,73
1227,-5537.0,67
1228,-5413.0,64
1229,-5021.0,69
1230,-5107.0,71
1231,-4673.0,77
1232,-4298.0,73
1233,-5014.0,74
1234,-5075.0,65
1235,-4532.0,67
1236,-4636.0,74
1237,-5330.0,66
1238,-6908.0,53
1239,-4515.0,77
1240,-4704.0,70
1241,-4259.0,76
1242,-4883.0,76
1243,-4707.0,70
1244,-4883.0,70
1245,-4469.0,76
1246,-5100.0,66
1247,-5880.0,61
1248,-4808.0,70
1249,-5167.0,69
1250,-5042.0,71
1251,-5203.0,69
1252,-6173.0,64
1253,-4019.0,77
1254,-5999.0,64
1255,-4435.0,81
1256,-4892.0,78
1257,-5203.0,72
1258,-5247.0,68
1259,-4956.0,70
1260,-5688.0,67
1261,-4716.0,70
1262,-4606.0,70
1263,-4549.0,67
1264,-5259.0,70
1265,-5006.0,68
1266,-4686.0,72
1267,-5488.0,68
1268,-4314.0,74
1269,-4782.0,68
1270,-4674.0,76
1271,-5534.0,61
1272,-5406.0,69
1273,-4713.0,72
1274,-3711.0,87
1275,-4953.0,68
1276,-4698.0,69
1277,-5221.0,64
1278,-5339.0,68
1279,-5245.0,70
1280,-5291.0,64
1281,-4986.0,71
1282,-4228.0,75
1283,-4882.0,69
1284,-5577.0,62
1285,-4955.0,62
1286,-5623.0,63
1287,-4765.0,72
1288,-5462.0,65
1289,-4483.0,74
1290,-4547.0,71
1291,-5458.0,63
1292,-5808.0,59
1293,-4677.0,75
1294,-5104.0,69
1295,-4127.0,85
1296,-4916.0,73
1297,-6354.0,59
1298,-4968.0,65
1299,-5670.0,63
1300,-4713.0,72
1301,-5167.0,68
1302,-3940.0,74
1303,-5221.0,70
1304,-4304.0,73
1305,-3391.0,81
1306,-4696.0,73
1307,-4424.0,68
1308,-4897.0,73
1309,-6051.0,64
1310,-5340.0,64
1311,-4422.0,80
1312,-5286.0,68
1313,-4998.0,69
1314,-5456.0,67
1315,-5141.0,67
1316,-5818.0,68
1317,-5180.0,65
1318,-4973.0,72
1319,-5281.0,64
1320,-4759.0,67
1321,-6428.0,58
1322,-5468.0,69
1323,-5711.0,68
1324,-4744.0,71
1325,-4764.0,70
1326,-4152.0,77
1327,-4803.0,72
1328,-5116.0,70
1329,-5238.0,66
1330,-4979.0,67
1331,-3973.0,77
1332,-4751.0,68
1333,-6120.0,63
1334,-5314.0,65
1335,-4132.0,76
1336,-4061.0,83
1337,-4196.0,78
1338,-4862.0,74
1339,-4996.0,71
1340,-4395.0,75
1341,-4150.0,79
1342,-5518.0,62
1343,-4678.0,73
1344,-4793.0,73
1345,-3834.0,84
1346,-4351.0,74
1347,-5190.0,64
1348,-3825.0,85
1349,-5114.0,67
1350,-5468.0,59
1351,-5093.0,70
1352,-4128.0,74
1353,-4799.0,72
1354,-4551.0,69
1355,-4316.0,81
1356,-4918.0,69
1357,-4801.0,65
1358,-5452.0,65
1359,-4342.0,74
1360,-4372.0,72
1361,-4839.0,67
