episode,reward,total_throughput
1362,-4770.0,71
1363,-5417.0,60
1364,-4472.0,72
1365,-4983.0,70
1366,-4018.0,76
1367,-4732.0,72
1368,-5585.0,65
1369,-4140.0,78
1370,-5009.0,71
1371,-4593.0,76
1372,-4678.0,72
1373,-5421.0,63
1374,-5024.0,66
1375,-5573.0,65
1376,-4607.0,75
1377,-4138.0,78
1378,-4822.0,76
1379,-3960.0,77
1380,-6031.0,69
1381,-4491.0,74
1382,-4973.0,74
1383,-5257.0,68
1384,-4605.0,76
1385,-5070.0,65
1386,-4581.0,68
1387,-5467.0,64
1388,-4711.0,74
1389,-4243.0,76
1390,-5195.0,62
1391,-3921.0,81
1392,-5207.0,67
1393,-5437.0,63
1394,-4420.0,77
1395,-4300.0,76
1396,-7167.0,53
1397,-5347.0,61
1398,-4279.0,74
1399,-5015.0,68
1400,-5789.0,69
1401,-4515.0,78
1402,-5067.0,65
1403,-4563.0,70
1404,-5389.0,69
1405,-3833.0,82
1406,-4891.0,73
1407,-5893.0,65
1408,-5796.0,65
1409,-3787.0,73
1410,-5271.0,65
1411,-4965.0,70
1412,-4755.0,75
1413,-5798.0,61
1414,-4111.0,71
1415,-4544.0,73
1416,-4816.0,72
1417,-4759.0,63
1418,-6053.0,59
1419,-3558.0,76
1420,-6184.0,60
1421,-4264.0,72
1422,-3778.0,78
1423,-5880.0,60
1424,-4948.0,69
1425,-4404.0,70
1426,-5839.0,62
1427,-3929.0,79
1428,-4723.0,69
1429,-4283.0,71
1430,-4903.0,72
1431,-5184.0,67
1432,-3885.0,81
1433,-5116.0,71
1434,-4285.0,80
1435,-5321.0,65
1436,-4583.0,77
1437,-4504.0,73
1438,-4992.0,65
1439,-6049.0,60
1440,-4914.0,66
1441,-5031.0,69
1442,-4949.0,73
1443,-5149.0,66
1444,-4849.0,65
1445,-5203.0,66
1446,-5389.0,65
1447,-5369.0,62
1448,-4664.0,74
1449,-4676.0,66
1450,-5941.0,63
1451,-4398.0,72
1452,-4953.0,70
1453,-4726.0,70
1454,-4530.0,74
1455,-5101.0,64
1456,-4901.0,67
1457,-4860.0,71
1458,-5936.0,70
1459,-5385.0,66
1460,-4551.0,73
1461,-5153.0,71
1462,-4018.0,74
1463,-4403.0,78
1464,-4248.0,77
1465,-4367.0,74
1466,-4612.0,78
1467,-4500.0,71
1468,-4404.0,84
1469,-4576.0,74
1470,-4981.0,63
1471,-4783.0,70
1472,-6506.0,55
1473,-4339.0,74
1474,-4758.0,72
1475,-4543.0,76
1476,-6281.0,60
1477,-4643.0,69
1478,-4679.0,69
1479,-4592.0,73
1480,-4073.0,85
1481,-5108.0,67
1482,-4336.0,72
1483,-4088.0,75
1484,-4418.0,83
1485,-5535.0,64
1486,-5374.0,62
1487,-4123.0,71
1488,-5462.0,70
1489,-4990.0,69
1490,-3582.0,83
1491,-4385.0,79
1492,-5172.0,69
1493,-4984.0,69
1494,-4936.0,74
1495,-4629.0,75
1496,-4861.0,65
1497,-5582.0,60
1498,-4100.0,74
1499,-5906.0,61
1500,-4832.0,71
1501,-4427.0,67
1502,-4233.0,73
1503,-5191.0,65
1504,-3819.0,84
1505,-4695.0,71
1506,-4098.0,75
1507,-6336.0,59
1508,-4361.0,78
1509,-4076.0,75
1510,-5675.0,61
1511,-4544.0,70
1512,-4268.0,78
1513,-3747.0,86
1514,-4960.0,67
1515,-5343.0,64
1516,-4465.0,74
1517,-4139.0,80
1518,-4688.0,74
1519,-4201.0,75
1520,-4400.0,71
1521,-4631.0,69
1522,-4415.0,82
1523,-3833.0,71
1524,-3566.0,83
1525,-4700.0,65
1526,-5881.0,64
1527,-5020.0,68
1528,-4016.0,75
1529,-4554.0,75
1530,-3906.0,76
1531,-4126.0,79
1532,-4697.0,71
1533,-4855.0,68
1534,-4235.0,78
1535,-4152.0,75
1536,-5713.0,65
1537,-5459.0,64
1538,-3979.0,80
1539,-3891.0,79
1540,-4379.0,81
1541,-4620.0,75
1542,-4710.0,72
1543,-3615.0,80
1544,-4328.0,77
1545,-3226.0,83
1546,-4017.0,71
1547,-3782.0,75
1548,-4452.0,74
1549,-3837.0,77
1550,-3616.0,77
1551,-5293.0,65
1552,-4407.0,75
1553,-4231.0,78
1554,-4604.0,71
1555,-4650.0,74
1556,-4951.0,71
1557,-3902.0,79
1558,-4865.0,67
1559,-5033.0,69
1560,-3560.0,82
1561,-4826.0,72
1562,-4970.0,65
1563,-6000.0,58
1564,-4396.0,71
1565,-4309.0,80
1566,-5391.0,67
1567,-4331.0,75
1568,-4533.0,69
1569,-5499.0,63
1570,-4908.0,73
1571,-5155.0,69
1572,-4477.0,73
1573,-4462.0,68
1574,-5321.0,72
1575,-3518.0,83
1576,-3502.0,82
1577,-5124.0,63
1578,-4690.0,77
1579,-4373.0,71
1580,-5162.0,62
1581,-5033.0,68
1582,-3741.0,75
1583,-4803.0,70
1584,-4007.0,75
1585,-5498.0,63
1586,-4314.0,69
1587,-5784.0,60
1588,-5141.0,64
1589,-4174.0,75
1590,-4749.0,70
1591,-4007.0,77
1592,-4890.0,69
1593,-4735.0,69
1594,-4530.0,67
1595,-5157.0,64
1596,-5112.0,64
1597,-5009.0,63
1598,-3915.0,79
1599,-4360.0,68
1600,-4453.0,72
1601,-4161.0,74
1602,-4650.0,70
1603,-3926.0,80
1604,-4059.0,81
1605,-4203.0,65
1606,-4382.0,70
1607,-4378.0,75
1608,-3443.0,81
1609,-3387.0,74
1610,-3315.0,84
1611,-3969.0,72
1612,-3838.0,78
1613,-5800.0,58
1614,-5384.0,64
1615,-3509.0,80
1616,-4284.0,66
1617,-4195.0,72
1618,-3783.0,79
1619,-3715.0,79
1620,-4723.0,66
1621,-4927.0,65
1622,-4798.0,69
1623,-4026.0,77
1624,-4177.0,74
1625,-4746.0,72
1626,-4148.0,77
1627,-4678.0,72
1628,-5685.0,68
1629,-3225.0,82
1630,-4527.0,75
1631,-4932.0,65
1632,-4169.0,75
1633,-5365.0,63
1634,-3715.0,74
1635,-5762.0,56
1636,-4673.0,73
1637,-5396.0,61
1638,-3597.0,80
1639,-4229.0,73
1640,-4522.0,68
1641,-4202.0,78
1642,-5091.0,64
1643,-4088.0,79
1644,-4490.0,73
1645,-4464.0,66
1646,-4335.0,72
1647,-4573.0,65
1648,-4166.0,78
1649,-4421.0,69
1650,-3767.0,76
1651,-4311.0,78
1652,-4641.0,67
1653,-5025.0,71
1654,-3810.0,76
1655,-4807.0,67
1656,-3746.0,77
1657,-5495.0,64
1658,-3606.0,80
1659,-3253.0,85
1660,-3838.0,72
1661,-3231.0,81
1662,-4826.0,70
1663,-4654.0,74
1664,-3754.0,81
1665,-4774.0,66
1666,-3949.0,77
1667,-4604.0,70
1668,-4177.0,78
1669,-4372.0,69
1670,-4171.0,76
1671,-4549.0,65
1672,-5236.0,60
1673,-3959.0,73
1674,-4342.0,69
1675,-4890.0,70
1676,-4187.0,73
1677,-4092.0,71
1678,-4827.0,65
1679,-3527.0,81
1680,-4428.0,69
1681,-5550.0,58
1682,-4229.0,76
1683,-3243.0,80
1684,-4008.0,79
1685,-3720.0,71
1686,-4773.0,69
1687,-3271.0,83
1688,-3743.0,70
1689,-4336.0,76
1690,-4633.0,70
1691,-5378.0,61
1692,-3875.0,70
1693,-4658.0,65
1694,-3741.0,82
1695,-4485.0,69
1696,-3822.0,76
1697,-3392.0,86
1698,-4391.0,69
1699,-4802.0,71
1700,-4047.0,69
1701,-3539.0,86
1702,-3693.0,80
1703,-4981.0,67
1704,-4471.0,71
1705,-5290.0,63
1706,-4884.0,66
1707,-4509.0,74
1708,-4535.0,72
1709,-4183.0,71
1710,-3243.0,85
1711,-4405.0,72
1712,-3835.0,79
1713,-3524.0,81
1714,-3801.0,78
1715,-4361.0,70
1716,-4489.0,75
1717,-3646.0,78
1718,-4466.0,74
1719,-4895.0,75
1720,-4855.0,68
1721,-4611.0,71
1722,-4037.0,72
1723,-3888.0,79
1724,-5043.0,63
1725,-3947.0,73
1726,-3589.0,80
1727,-5291.0,63
1728,-3754.0,76
1729,-3903.0,76
1730,-5031.0,68
1731,-3585.0,81
1732,-5209.0,60
1733,-3819.0,70
1734,-4339.0,68
1735,-4195.0,75
1736,-4141.0,72
1737,-3808.0,81
1738,-3547.0,76
1739,-3706.0,82
1740,-4434.0,67
1741,-4463.0,67
1742,-4491.0,65
1743,-4229.0,70
1744,-3380.0,73
1745,-3974.0,73
1746,-4106.0,71
1747,-4339.0,73
1748,-3847.0,81
1749,-4655.0,75
1750,-4036.0,69
1751,-4111.0,71
1752,-4056.0,74
1753,-4843.0,63
1754,-4177.0,82
1755,-3698.0,73
1756,-5794.0,60
1757,-4711.0,73
1758,-4641.0,67
1759,-4737.0,69
1760,-4315.0,71
1761,-4245.0,69
1762,-3903.0,71
1763,-4194.0,73
1764,-4997.0,67
1765,-4317.0,68
1766,-4955.0,71
1767,-5098.0,65
1768,-4767.0,66
1769,-4350.0,75
1770,-4375.0,69
1771,-3700.0,74
1772,-4517.0,67
1773,-5760.0,65
1774,-4321.0,68
1775,-4984.0,66
1776,-5363.0,61
1777,-5409.0,62
1778,-5710.0,57
1779,-4251.0,73
1780,-4812.0,73
1781,-4360.0,69
1782,-3995.0,70
1783,-4038.0,79
1784,-4196.0,68
1785,-3617.0,76
1786,-4330.0,73
1787,-3983.0,76
1788,-4709.0,71
1789,-3644.0,81
1790,-3073.0,86
1791,-4219.0,74
1792,-3412.0,71
1793,-4484.0,73
1794,-4225.0,69
1795,-3537.0,81
1796,-4467.0,65
1797,-4737.0,65
1798,-4670.0,66
1799,-3680.0,80
1800,-3072.0,91
1801,-3831.0,69
1802,-4542.0,84
1803,-4791.0,65
1804,-3832.0,75
1805,-3713.0,83
1806,-4458.0,71
1807,-3416.0,80
1808,-3594.0,79
1809,-3556.0,80
1810,-3890.0,69
1811,-4060.0,72
1812,-4181.0,76
1813,-3367.0,79
1814,-3998.0,73
1815,-4416.0,71
1816,-3699.0,81
1817,-4585.0,70
1818,-4452.0,67
1819,-4050.0,70
1820,-4100.0,70
1821,-4001.0,74
1822,-3715.0,79
1823,-4768.0,67
1824,-3781.0,78
1825,-4115.0,70
1826,-5343.0,63
1827,-4520.0,70
1828,-4199.0,74
1829,-3351.0,85
1830,-4230.0,74
1831,-4938.0,75
1832,-4172.0,75
1833,-5075.0,64
1834,-4760.0,71
1835,-4466.0,70
1836,-3366.0,80
1837,-4801.0,69
1838,-4622.0,70
1839,-4369.0,74
1840,-2648.0,91
1841,-3488.0,79
1842,-4001.0,76
1843,-4436.0,67
1844,-5281.0,62
1845,-4796.0,61
1846,-3884.0,78
1847,-3865.0,76
1848,-3568.0,78
1849,-5114.0,61
1850,-4424.0,73
1851,-4055.0,70
1852,-5004.0,63
1853,-4092.0,75
1854,-4552.0,69
1855,-4112.0,73
1856,-4239.0,69
1857,-5562.0,62
1858,-4167.0,77
1859,-3450.0,84
1860,-5986.0,59
1861,-4111.0,79
1862,-4381.0,79
1863,-3874.0,77
1864,-3955.0,79
1865,-4178.0,75
1866,-3244.0,78
1867,-4096.0,74
1868,-3265.0,84
1869,-2987.0,79
1870,-4339.0,69
1871,-3663.0,78
1872,-3506.0,74
1873,-3630.0,79
1874,-3826.0,79
1875,-4246.0,68
1876,-3906.0,70
1877,-3779.0,73
1878,-4178.0,75
1879,-4143.0,76
1880,-4408.0,72
1881,-4212.0,65
1882,-3292.0,80
1883,-3934.0,77
1884,-5653.0,66
1885,-4226.0,78
1886,-4067.0,75
1887,-3259.0,85
1888,-5207.0,66
1889,-5080.0,69
1890,-5356.0,67
1891,-3811.0,76
1892,-3845.0,69
1893,-4995.0,63
1894,-3665.0,76
1895,-4355.0,71
1896,-4449.0,78
1897,-4234.0,77
1898,-3305.0,80
1899,-3261.0,77
1900,-3876.0,81
1901,-3287.0,83
1902,-5165.0,66
1903,-3429.0,80
1904,-4271.0,75
1905,-4782.0,67
1906,-3899.0,78
1907,-4549.0,69
1908,-4014.0,77
1909,-3251.0,82
1910,-5202.0,67
1911,-3897.0,74
1912,-4762.0,66
1913,-4154.0,77
1914,-6563.0,56
1915,-4279.0,68
1916,-4832.0,71
1917,-3906.0,73
1918,-6584.0,54
1919,-3004.0,79
1920,-4417.0,73
1921,-4550.0,63
1922,-4145.0,67
1923,-3484.0,80
1924,-4324.0,81
1925,-3796.0,73
1926,-4211.0,68
1927,-4595.0,70
1928,-5103.0,66
1929,-4429.0,72
1930,-5335.0,60
1931,-4171.0,70
1932,-4337.0,69
1933,-3650.0,73
1934,-4793.0,64
1935,-3921.0,73
1936,-4975.0,67
1937,-4514.0,68
1938,-4236.0,68
1939,-3774.0,75
1940,-4112.0,81
1941,-4273.0,73
1942,-2966.0,86
1943,-5710.0,55
1944,-4587.0,70
1945,-4681.0,66
1946,-3767.0,75
1947,-4357.0,69
1948,-3264.0,77
1949,-4975.0,77
1950,-5385.0,60
1951,-3671.0,70
1952,-3334.0,83
1953,-5964.0,60
1954,-4137.0,73
1955,-4684.0,68
1956,-4305.0,71
1957,-5076.0,60
1958,-3842.0,67
1959,-5102.0,62
1960,-3801.0,79
1961,-4848.0,64
1962,-4809.0,64
1963,-4428.0,69
1964,-4564.0,71
1965,-4887.0,72
1966,-4899.0,71
1967,-3535.0,79
1968,-5647.0,58
1969,-3864.0,76
1970,-6123.0,58
1971,-4874.0,64
1972,-3623.0,76
1973,-3512.0,74
1974,-2794.0,85
1975,-3624.0,79
1976,-3404.0,79
1977,-3666.0,77
1978,-3871.0,68
1979,-3302.0,79
1980,-4747.0,65
1981,-4353.0,67
1982,-5319.0,60
1983,-4391.0,67
1984,-4301.0,66
1985,-4719.0,68
1986,-3796.0,71
1987,-3574.0,76
1988,-5079.0,66
1989,-4137.0,67
1990,-4282.0,67
1991,-3488.0,69
1992,-4212.0,69
1993,-4494.0,65
1994,-4252.0,66
1995,-4404.0,75
1996,-4969.0,69
1997,-4926.0,62
1998,-4440.0,70
1999,-4555.0,65
2000,-4637.0,68
2001,-3327.0,78
2002,-4099.0,71
2003,-4187.0,74
2004,-3775.0,75
2005,-4422.0,65
2006,-4113.0,74
2007,-4809.0,67
2008,-3553.0,74
2009,-3483.0,73
2010,-4218.0,72
2011,-4255.0,70
2012,-4337.0,67
2013,-3859.0,74
2014,-4539.0,65
2015,-3669.0,76
2016,-3397.0,80
2017,-4996.0,65
2018,-4766.0,61
2019,-4728.0,71
2020,-3052.0,76
2021,-4450.0,68
2022,-4414.0,59
2023,-4788.0,67
2024,-3927.0,76
2025,-4108.0,68
2026,-4852.0,68
2027,-4139.0,73
2028,-3629.0,83
2029,-4111.0,70
2030,-5149.0,64
2031,-4080.0,75
2032,-4300.0,68
2033,-4318.0,69
2034,-3545.0,70
2035,-2986.0,78
2036,-4151.0,75
2037,-4023.0,72
2038,-4043.0,73
2039,-2382.0,89
2040,-3823.0,74
2041,-3893.0,71
2042,-4347.0,68
2043,-3966.0,73
2044,-3484.0,78
2045,-3247.0,83
2046,-3361.0,84
2047,-2750.0,80
2048,-3507.0,81
2049,-3794.0,70
2050,-2585.0,79
2051,-2994.0,79
2052,-4076.0,70
2053,-4639.0,72
2054,-5046.0,64
2055,-3169.0,86
2056,-3191.0,79
2057,-3234.0,86
2058,-4798.0,66
2059,-3980.0,69
2060,-4652.0,68
2061,-3965.0,73
2062,-3249.0,83
2063,-3426.0,79
2064,-3289.0,76
2065,-3941.0,67
2066,-2538.0,85
2067,-3513.0,78
2068,-3878.0,79
2069,-4007.0,71
2070,-3217.0,75
2071,-4994.0,62
2072,-4414.0,67
2073,-4455.0,75
2074,-4548.0,66
2075,-4535.0,74
2076,-4157.0,64
2077,-3646.0,69
2078,-4292.0,70
2079,-3258.0,79
2080,-3586.0,75
2081,-3777.0,78
2082,-3031.0,71
2083,-4069.0,72
2084,-4221.0,71
2085,-4267.0,75
2086,-5047.0,65
2087,-3341.0,79
2088,-3486.0,76
2089,-3201.0,87
2090,-3419.0,74
2091,-4036.0,73
2092,-3127.0,85
2093,-3505.0,75
2094,-4307.0,67
2095,-3845.0,73
2096,-3567.0,75
2097,-4566.0,61
2098,-4764.0,67
2099,-4077.0,73
2100,-4300.0,71
2101,-3174.0,82
2102,-3813.0,73
2103,-3744.0,69
2104,-3291.0,78
2105,-3939.0,73
2106,-3472.0,82
2107,-4209.0,71
2108,-3419.0,75
2109,-2247.0,89
2110,-3873.0,80
2111,-3460.0,84
2112,-3869.0,71
2113,-4717.0,62
2114,-4586.0,74
2115,-3555.0,76
2116,-3114.0,78
2117,-5082.0,60
2118,-3590.0,80
2119,-3584.0,72
2120,-3171.0,80
2121,-3019.0,83
2122,-3408.0,77
2123,-3635.0,76
2124,-3137.0,84
2125,-4183.0,65
2126,-3729.0,72
2127,-3276.0,78
2128,-4456.0,65
2129,-4204.0,66
2130,-4652.0,66
2131,-4022.0,70
2132,-4613.0,62
2133,-4039.0,71
2134,-2957.0,77
2135,-4308.0,66
2136,-3841.0,72
2137,-4376.0,68
2138,-4047.0,72
2139,-3196.0,77
2140,-4765.0,70
2141,-3624.0,72
2142,-2979.0,82
2143,-5243.0,59
2144,-3541.0,76
2145,-3014.0,81
2146,-4206.0,69
2147,-3455.0,79
2148,-4743.0,67
2149,-4057.0,71
2150,-3818.0,74
2151,-4816.0,69
2152,-2847.0,79
2153,-3726.0,75
2154,-4029.0,70
2155,-3041.0,85
2156,-3196.0,84
2157,-3211.0,74
2158,-2587.0,85
2159,-3802.0,76
2160,-3737.0,73
2161,-3830.0,73
2162,-3215.0,76
2163,-6100.0,62
2164,-4292.0,70
2165,-4277.0,73
2166,-3578.0,74
2167,-4191.0,69
2168,-3306.0,77
2169,-3503.0,79
2170,-4091.0,66
2171,-4491.0,74
2172,-4175.0,73
2173,-3457.0,81
2174,-3257.0,74
2175,-3981.0,74
2176,-3364.0,73
2177,-3213.0,81
2178,-3801.0,75
2179,-3964.0,69
2180,-3453.0,80
2181,-4013.0,82
2182,-4189.0,70
2183,-3791.0,78
2184,-3996.0,72
2185,-3216.0,78
2186,-2971.0,78
2187,-3229.0,81
2188,-4485.0,70
2189,-3347.0,82
2190,-3612.0,75
2191,-3161.0,84
2192,-3050.0,79
2193,-3404.0,75
2194,-3684.0,74
2195,-2885.0,76
2196,-3608.0,72
2197,-3894.0,73
2198,-3449.0,72
2199,-4023.0,72
2200,-3486.0,78
2201,-4090.0,73
2202,-3758.0,69
2203,-3951.0,77
2204,-3707.0,74
2205,-3395.0,81
2206,-3131.0,78
2207,-3001.0,81
2208,-4322.0,66
2209,-3539.0,75
2210,-4301.0,67
2211,-3139.0,80
2212,-4286.0,66
2213,-3566.0,70
2214,-3188.0,73
2215,-3283.0,73
2216,-2925.0,78
2217,-3919.0,76
2218,-3479.0,77
2219,-3362.0,77
2220,-2902.0,77
2221,-2603.0,81
2222,-4036.0,73
2223,-3185.0,73
2224,-3391.0,75
2225,-3806.0,75
2226,-3543.0,68
2227,-3281.0,78
2228,-3504.0,84
2229,-3494.0,71
2230,-2363.0,88
2231,-3669.0,74
2232,-3513.0,73
2233,-2655.0,85
2234,-3840.0,70
2235,-4446.0,65
2236,-4841.0,72
2237,-2707.0,84
2238,-2789.0,84
2239,-3473.0,79
2240,-3396.0,76
2241,-2588.0,92
2242,-3092.0,80
2243,-2233.0,90
2244,-3582.0,80
2245,-3521.0,80
2246,-2672.0,91
2247,-4696.0,70
2248,-2709.0,90
2249,-3226.0,79
2250,-3014.0,81
2251,-3031.0,86
2252,-2953.0,77
2253,-3807.0,77
2254,-4221.0,73
2255,-2846.0,76
2256,-3709.0,73
2257,-3856.0,76
2258,-4182.0,77
2259,-3783.0,73
2260,-3979.0,70
2261,-4086.0,68
2262,-4118.0,73
2263,-3531.0,71
2264,-3234.0,83
2265,-3310.0,82
2266,-2770.0,77
2267,-2519.0,81
2268,-3819.0,72
2269,-4275.0,72
2270,-4136.0,75
2271,-3330.0,84
2272,-2560.0,88
2273,-3591.0,73
2274,-3665.0,73
2275,-3135.0,79
2276,-3576.0,78
2277,-4301.0,73
2278,-3490.0,77
2279,-5005.0,71
2280,-3402.0,74
2281,-3635.0,68
2282,-4130.0,72
2283,-3293.0,69
2284,-3913.0,82
2285,-2860.0,78
2286,-2922.0,76
2287,-3920.0,73
2288,-2634.0,90
2289,-4247.0,72
2290,-2904.0,88
2291,-3483.0,74
2292,-2351.0,91
2293,-3486.0,76
2294,-3143.0,75
2295,-3250.0,84
2296,-4636.0,65
2297,-3117.0,84
2298,-2164.0,88
2299,-2153.0,94
2300,-3743.0,75
2301,-3759.0,71
2302,-5604.0,61
2303,-3082.0,78
2304,-3879.0,73
2305,-4242.0,71
2306,-3959.0,69
2307,-3788.0,71
2308,-3681.0,72
2309,-2475.0,84
2310,-3197.0,70
2311,-3463.0,78
2312,-3083.0,77
2313,-2964.0,82
2314,-3644.0,74
2315,-3354.0,87
2316,-3099.0,79
2317,-5246.0,61
2318,-3199.0,77
2319,-4546.0,69
2320,-3411.0,79
2321,-2873.0,76
2322,-4664.0,75
2323,-3150.0,78
2324,-3069.0,78
2325,-3351.0,78
2326,-3229.0,75
2327,-3366.0,73
2328,-3233.0,77
2329,-3616.0,74
2330,-3691.0,72
2331,-4003.0,72
2332,-3691.0,77
2333,-3065.0,74
2334,-3176.0,76
2335,-3428.0,77
2336,-3793.0,74
2337,-4474.0,72
2338,-2635.0,78
2339,-4758.0,65
2340,-3328.0,77
2341,-4031.0,67
2342,-4382.0,77
2343,-3335.0,73
2344,-2957.0,77
2345,-4166.0,65
2346,-3522.0,72
2347,-3698.0,71
2348,-3199.0,76
2349,-3463.0,79
2350,-4517.0,65
2351,-3197.0,71
2352,-4910.0,60
2353,-3103.0,73
2354,-4515.0,61
2355,-2921.0,73
2356,-2876.0,75
2357,-3360.0,74
2358,-2974.0,76
2359,-3327.0,67
2360,-3327.0,75
2361,-3084.0,78
2362,-3221.0,72
2363,-3909.0,66
2364,-3370.0,73
2365,-4510.0,59
2366,-4072.0,73
2367,-3711.0,77
2368,-3995.0,69
2369,-3926.0,66
2370,-3477.0,69
2371,-3400.0,74
2372,-3949.0,64
2373,-3292.0,67
2374,-2761.0,80
2375,-4224.0,60
2376,-3092.0,78
2377,-3570.0,74
2378,-3341.0,73
2379,-3577.0,73
2380,-5620.0,59
2381,-4218.0,66
2382,-3785.0,71
2383,-2582.0,75
2384,-3886.0,67
2385,-4828.0,67
2386,-4177.0,71
2387,-4044.0,64
2388,-3995.0,70
2389,-3105.0,76
2390,-3919.0,80
2391,-2868.0,81
2392,-3416.0,75
2393,-3204.0,79
2394,-2553.0,80
2395,-2767.0,80
2396,-2947.0,78
2397,-3328.0,71
2398,-3232.0,75
2399,-2912.0,73
2400,-2203.0,86
2401,-2209.0,88
2402,-3418.0,79
2403,-3000.0,77
2404,-2311.0,82
2405,-2616.0,79
2406,-2318.0,83
2407,-3521.0,76
2408,-2347.0,88
2409,-4084.0,66
2410,-2989.0,73
2411,-4009.0,70
2412,-2687.0,82
2413,-3281.0,72
2414,-5600.0,54
2415,-3767.0,67
2416,-3091.0,80
2417,-3245.0,74
2418,-3154.0,82
2419,-2622.0,81
2420,-2580.0,87
2421,-2839.0,74
2422,-3144.0,68
2423,-3474.0,75
2424,-3456.0,70
2425,-3820.0,68
2426,-3385.0,72
2427,-4256.0,67
2428,-3037.0,84
2429,-3531.0,69
2430,-3701.0,74
2431,-3124.0,78
2432,-3644.0,70
2433,-3279.0,77
2434,-4115.0,64
2435,-3740.0,68
2436,-3245.0,77
2437,-4408.0,71
2438,-4106.0,75
2439,-3760.0,68
2440,-3898.0,69
2441,-2613.0,77
2442,-3503.0,72
2443,-2176.0,82
2444,-4404.0,63
2445,-3544.0,68
2446,-3020.0,69
2447,-4601.0,67
2448,-3123.0,82
2449,-2966.0,79
2450,-2594.0,83
2451,-3831.0,72
2452,-3013.0,77
2453,-3921.0,65
2454,-3295.0,76
2455,-3616.0,72
2456,-3279.0,74
2457,-2761.0,81
2458,-2879.0,80
2459,-4319.0,73
2460,-5698.0,56
2461,-3281.0,71
2462,-2799.0,76
2463,-4402.0,65
2464,-3179.0,71
2465,-4218.0,59
2466,-4013.0,79
2467,-3117.0,75
2468,-2096.0,87
2469,-2639.0,88
2470,-3027.0,79
2471,-3365.0,79
2472,-4092.0,66
2473,-3605.0,69
2474,-3778.0,69
2475,-2784.0,82
2476,-2938.0,72
2477,-3574.0,69
2478,-3719.0,78
2479,-3867.0,72
2480,-4286.0,76
2481,-2996.0,88
2482,-3352.0,80
2483,-3360.0,68
2484,-3149.0,74
2485,-3852.0,69
2486,-2861.0,78
2487,-3251.0,78
2488,-3189.0,71
2489,-2861.0,76
2490,-3204.0,73
2491,-4514.0,67
2492,-4006.0,69
2493,-2891.0,82
2494,-3751.0,77
2495,-2435.0,81
2496,-3599.0,77
2497,-3016.0,73
2498,-2787.0,78
2499,-3382.0,75
2500,-4028.0,65
2501,-2543.0,79
2502,-3453.0,73
2503,-4756.0,67
2504,-4577.0,65
2505,-3758.0,74
2506,-2819.0,83
2507,-3762.0,70
2508,-3365.0,71
2509,-3590.0,79
2510,-3255.0,68
2511,-3747.0,67
2512,-3201.0,73
2513,-3607.0,71
2514,-2356.0,87
2515,-3383.0,76
2516,-3369.0,77
2517,-2745.0,80
2518,-2051.0,85
2519,-3322.0,77
2520,-3003.0,79
2521,-2583.0,79
2522,-3362.0,71
2523,-2641.0,86
2524,-3571.0,74
2525,-2855.0,76
2526,-1520.0,92
2527,-3255.0,72
2528,-2103.0,90
2529,-4153.0,63
2530,-3601.0,71
2531,-3501.0,72
2532,-3030.0,74
2533,-5135.0,55
2534,-4729.0,69
2535,-3275.0,73
2536,-3750.0,66
2537,-4748.0,68
2538,-3482.0,67
2539,-2202.0,93
2540,-2584.0,73
2541,-3502.0,76
2542,-4082.0,63
2543,-4301.0,60
2544,-3844.0,71
2545,-3413.0,78
2546,-3436.0,72
2547,-3507.0,72
2548,-2737.0,81
2549,-3256.0,80
2550,-3321.0,67
2551,-3559.0,74
2552,-2760.0,83
2553,-3417.0,73
2554,-3404.0,73
2555,-2791.0,80
2556,-3288.0,76
2557,-3805.0,75
2558,-3843.0,67
2559,-5061.0,63
2560,-5138.0,70
2561,-3793.0,72
2562,-4573.0,67
2563,-4244.0,67
2564,-2256.0,89
2565,-2544.0,83
2566,-3850.0,79
2567,-2958.0,74
2568,-4082.0,62
2569,-4354.0,65
2570,-3442.0,75
2571,-2911.0,82
2572,-2690.0,84
2573,-3120.0,76
2574,-3635.0,73
2575,-3480.0,82
2576,-2539.0,84
2577,-3361.0,70
2578,-3127.0,81
2579,-2414.0,86
2580,-3203.0,71
2581,-3359.0,85
2582,-3127.0,76
2583,-3569.0,69
2584,-4039.0,66
2585,-4184.0,67
2586,-2339.0,85
2587,-3967.0,61
2588,-4147.0,73
2589,-4363.0,70
2590,-3331.0,69
2591,-3362.0,69
2592,-4311.0,64
2593,-2076.0,81
2594,-3714.0,70
2595,-3468.0,72
2596,-3467.0,71
2597,-3540.0,77
2598,-3047.0,79
2599,-4100.0,67
2600,-2869.0,80
2601,-2918.0,79
2602,-3283.0,76
2603,-2679.0,74
2604,-2626.0,82
2605,-4829.0,58
2606,-2707.0,78
2607,-3019.0,83
2608,-1910.0,82
2609,-2637.0,87
2610,-3450.0,72
2611,-3780.0,70
2612,-3915.0,74
2613,-2960.0,73
2614,-3672.0,70
2615,-3795.0,69
2616,-2177.0,81
2617,-2564.0,80
2618,-2518.0,83
2619,-2692.0,79
2620,-2924.0,77
2621,-2193.0,77
2622,-3552.0,71
2623,-2564.0,87
2624,-3002.0,74
2625,-2522.0,84
2626,-3954.0,69
2627,-3044.0,91
2628,-2292.0,90
2629,-1959.0,88
2630,-3100.0,73
2631,-2503.0,73
2632,-4902.0,68
