#{"t_start": 1653689850.7982278, "env_id": null}
r,l,t
-36778.0,179,35.27891
-94241.0,179,72.041838
-118113.0,179,109.181722
-159931.0,179,150.154405
-91050.0,179,190.20595
-120663.0,179,229.032678
-49626.0,179,264.839489
-247231.0,179,309.713892
-104032.0,179,359.914028
-239915.0,179,422.249761
-133725.0,179,470.61063
-129933.0,179,517.133013
-202642.0,179,564.373909
-120080.0,179,603.754831
-57853.0,179,640.73625
-80980.0,179,681.379708
-49506.0,179,718.98661
-51612.0,179,756.650526
-37043.0,179,791.821457
-43478.0,179,828.108387
-16865.0,179,860.866819
-45232.0,179,895.865252
-48393.0,179,931.825679
-22385.0,179,965.340617
-29662.0,179,997.712053
-43307.0,179,1033.71648
-32589.0,179,1068.763911
-39198.0,179,1106.022835
-26595.0,179,1138.144771
-62804.0,179,1175.326199
-58100.0,179,1212.959625
-62815.0,179,1249.04505
-46823.0,179,1282.421653
-148410.0,179,1324.493506
-195153.0,179,1369.245131
-97327.0,179,1413.743047
-109913.0,179,1459.207314
-104595.0,179,1498.842466
-109935.0,179,1538.464768
-76878.0,179,1575.502199
-72187.0,179,1615.644411
-156817.0,179,1656.501438
-145348.0,179,1697.004714
-59288.0,179,1736.547676
-79478.0,179,1777.567749
-79246.0,179,1816.971965
-82373.0,179,1856.735171
-144572.0,179,1894.834974
-263833.0,179,1935.59629
-94038.0,179,1972.889649
-68348.0,179,2009.315052
-72415.0,179,2048.606586
-102475.0,179,2089.466917
-143640.0,179,2130.61391
-232332.0,179,2170.229041
-137301.0,179,2209.816248
-151156.0,179,2249.066014
-269314.0,179,2289.589814
-87649.0,179,2329.955647
-90978.0,179,2372.212997
-34478.0,179,2409.556379
-63528.0,179,2445.627274
-55840.0,179,2482.075179
-38830.0,179,2518.734581
-66232.0,179,2557.057872
-49383.0,179,2594.506097
-27193.0,179,2629.220885
-30428.0,179,2664.829737
-119479.0,179,2705.788526
-125573.0,179,2750.18986
-162470.0,179,2794.779224
-284027.0,179,2844.084575
-162008.0,179,2883.440973
-97481.0,179,2925.148867
-27589.0,179,2957.985791
-33113.0,179,2990.719214
-52887.0,179,3028.164636
-26119.0,179,3061.694992
-35666.0,179,3095.62972
-30926.0,179,3130.346465
-30014.0,179,3162.397254
-23382.0,179,3195.352553
-37556.0,179,3231.089351
-52766.0,179,3269.421657
-28150.0,179,3302.271003
-47424.0,179,3337.413847
-34675.0,179,3371.011712
-34649.0,179,3406.735069
-108090.0,179,3445.821429
-41712.0,179,3479.454323
-27906.0,179,3512.997706
-48864.0,179,3549.475092
-103836.0,179,3594.054469
-83845.0,179,3632.708854
-55400.0,179,3670.393253
-96421.0,179,3719.953624
-69741.0,179,3762.985016
-60338.0,179,3803.973416
-82518.0,179,3847.67031
-56362.0,179,3890.761215
-165093.0,179,3940.700095
-48345.0,179,3982.9
-67491.0,179,4027.934399
-40290.0,179,4071.143301
-218714.0,179,4122.878908
-148768.0,179,4170.096066
-77689.0,179,4216.132777
-90854.0,179,4260.018029
-45598.0,179,4292.725361
-41169.0,179,4325.529703
-67643.0,179,4363.771534
-56461.0,179,4402.431882
-73706.0,179,4441.971724
-55240.0,179,4479.027095
-61949.0,179,4516.063465
-38439.0,179,4551.645353
-43766.0,179,4586.609744
-135777.0,179,4628.968624
-77125.0,179,4671.035
-83763.0,179,4712.635889
-38871.0,179,4747.383298
-80323.0,179,4786.201702
-35337.0,179,4820.373612
-19514.0,179,4852.149537
-19754.0,179,4879.847969
-54625.0,179,4908.985399
-71038.0,179,4942.66682
-57025.0,179,4972.328252
-85840.0,179,5001.907184
-141434.0,179,5034.506111
-41627.0,179,5063.351545
-141213.0,179,5096.777963
-144153.0,179,5130.844259
-128742.0,179,5165.895561
-65680.0,179,5201.04145
-145136.0,179,5238.916363
-87381.0,179,5271.458411
-117928.0,179,5306.508477
-70828.0,179,5342.787578
-144852.0,179,5377.554235
-64733.0,179,5410.498942
-49771.0,179,5443.814171
-107454.0,179,5482.196894
-166318.0,179,5521.956626
-182581.0,179,5565.398368
-168073.0,179,5605.818151
-120320.0,179,5646.015454
-64779.0,179,5682.382297
-165922.0,179,5723.272115
-65176.0,179,5759.161977
-167060.0,179,5799.320828
-135975.0,179,5839.21869
-168396.0,179,5879.759555
-160049.0,179,5920.520932
-172885.0,179,5960.988306
-155752.0,179,6000.079696
-170290.0,179,6041.860578
-73035.0,179,6079.423978
-194671.0,179,6122.804865
-158096.0,179,6163.450142
-55507.0,179,6199.064083
-261666.0,179,6242.821477
-198738.0,179,6286.039453
-289715.0,179,6331.063985
-355002.0,179,6375.120077
-431852.0,179,6420.711208
-370841.0,179,6465.52189
-288794.0,179,6510.021106
-384392.0,179,6554.153357
-105167.0,179,6591.616162
-178173.0,179,6630.368476
-93147.0,179,6668.24631
-228250.0,179,6709.379643
-96837.0,179,6747.336493
-62547.0,179,6785.807353
-139550.0,179,6825.592716
-151274.0,179,6867.091581
-103335.0,179,6905.758458
-183001.0,179,6946.203342
-73249.0,179,6984.709728
-81673.0,179,7021.189627
-119772.0,179,7057.934025
-95797.0,179,7093.637429
-76995.0,179,7131.761841
-108493.0,179,7167.509746
-64543.0,179,7203.038658
-69072.0,179,7240.543569
-75486.0,179,7281.32197
-111253.0,179,7320.653879
-87264.0,179,7356.195292
-58947.0,179,7391.519206
-39285.0,179,7428.363117
-59153.0,179,7463.392034
-62821.0,179,7498.23245
-112896.0,179,7534.922869
-142535.0,179,7580.503253
-187840.0,179,7619.286665
-153731.0,179,7661.788066
-83407.0,179,7702.592509
-52321.0,179,7742.993882
-71946.0,179,7777.034307
-92023.0,179,7813.711221
-106528.0,179,7851.28264
-65836.0,179,7891.825044
-86030.0,179,7932.900451
-25174.0,179,7965.866376
-152682.0,179,8011.576773
-165954.0,179,8053.198707
-51614.0,179,8090.160092
-14906.0,179,8120.158538
-14640.0,179,8151.031468
-24158.0,179,8183.306209
-24113.0,179,8215.379682
-37935.0,179,8253.532617
-53034.0,179,8289.817142
-24733.0,179,8322.164766
-23704.0,179,8354.151928
-29875.0,179,8387.368106
-41885.0,179,8422.407804
-51860.0,179,8457.763525
-90085.0,179,8495.952757
-99144.0,179,8536.622989
-157218.0,179,8579.17274
-147140.0,179,8619.806026
-97575.0,179,8657.370842
-58641.0,179,8696.365164
-43491.0,179,8734.696003
-68045.0,179,8775.608341
