episode,reward,total_throughput
1339,-1644.0,52
1340,-2552.0,46
1341,-2291.0,48
1342,-1366.0,60
1343,-2413.0,44
1344,-2609.0,42
1345,-2059.0,47
1346,-3876.0,34
1347,-2596.0,43
1348,-2759.0,39
1349,-2485.0,44
1350,-2154.0,46
1351,-2350.0,49
1352,-2296.0,46
1353,-2385.0,45
1354,-2744.0,48
1355,-2864.0,47
1356,-1943.0,49
1357,-2092.0,52
1358,-3005.0,40
1359,-2519.0,43
1360,-2122.0,51
1361,-2098.0,45
1362,-2452.0,47
1363,-2145.0,50
1364,-2638.0,45
1365,-2623.0,40
1366,-2673.0,43
1367,-2780.0,44
1368,-1929.0,43
1369,-2732.0,46
1370,-2718.0,43
1371,-1687.0,56
1372,-2783.0,41
1373,-2929.0,39
1374,-2424.0,46
1375,-2755.0,41
1376,-2251.0,42
1377,-1850.0,48
1378,-2022.0,44
1379,-2405.0,41
1380,-1962.0,50
1381,-2414.0,43
1382,-2051.0,47
1383,-2187.0,50
1384,-1739.0,50
1385,-1779.0,52
1386,-1667.0,57
1387,-2771.0,42
1388,-1994.0,52
1389,-2315.0,44
1390,-2128.0,48
1391,-2916.0,40
1392,-2712.0,42
1393,-1336.0,55
1394,-3432.0,32
1395,-2268.0,46
1396,-2309.0,40
1397,-1816.0,47
1398,-2436.0,45
1399,-1879.0,45
1400,-2240.0,46
1401,-1652.0,47
1402,-1813.0,46
1403,-2110.0,48
1404,-2708.0,45
1405,-2868.0,42
1406,-1842.0,53
1407,-2213.0,42
1408,-2028.0,53
1409,-1493.0,49
1410,-2195.0,49
1411,-1683.0,52
1412,-2130.0,44
1413,-2426.0,55
1414,-1805.0,49
1415,-1997.0,44
1416,-2679.0,42
1417,-2866.0,39
1418,-2103.0,48
1419,-2130.0,44
1420,-1741.0,45
1421,-2410.0,41
1422,-2565.0,45
1423,-1871.0,49
1424,-1433.0,55
1425,-2432.0,40
1426,-3583.0,31
1427,-2413.0,42
1428,-2888.0,42
1429,-1904.0,47
1430,-2025.0,47
1431,-2811.0,43
1432,-1970.0,48
1433,-2753.0,40
1434,-2331.0,45
1435,-2707.0,40
1436,-1994.0,47
1437,-2086.0,52
1438,-1766.0,50
1439,-2063.0,51
1440,-1486.0,53
1441,-1948.0,50
1442,-2732.0,46
1443,-2278.0,46
1444,-1210.0,59
1445,-2411.0,40
1446,-2330.0,46
1447,-2955.0,40
1448,-2113.0,47
1449,-2426.0,50
1450,-2013.0,49
1451,-2163.0,50
1452,-2428.0,44
1453,-2104.0,47
1454,-2110.0,42
1455,-3043.0,39
1456,-2679.0,44
1457,-1944.0,47
1458,-1868.0,45
1459,-2111.0,44
1460,-1799.0,47
1461,-2309.0,46
1462,-2805.0,41
1463,-1836.0,47
1464,-2827.0,43
1465,-1505.0,53
1466,-2801.0,39
1467,-2082.0,48
1468,-2279.0,42
1469,-1987.0,49
1470,-1434.0,53
1471,-2304.0,47
1472,-1420.0,57
1473,-1911.0,48
1474,-2036.0,49
1475,-1908.0,50
1476,-2094.0,47
1477,-1903.0,52
1478,-2003.0,53
1479,-2119.0,46
1480,-2242.0,45
1481,-2118.0,48
1482,-2272.0,42
1483,-2678.0,40
1484,-2126.0,45
1485,-2468.0,46
1486,-2159.0,46
1487,-2062.0,45
1488,-1881.0,51
1489,-2860.0,40
1490,-2105.0,47
1491,-1555.0,48
1492,-1233.0,56
1493,-1608.0,52
1494,-2566.0,38
1495,-1971.0,50
1496,-2363.0,46
1497,-2146.0,47
1498,-2675.0,39
1499,-2702.0,40
1500,-2748.0,43
1501,-2621.0,42
1502,-1666.0,50
1503,-1985.0,51
1504,-1960.0,49
1505,-2499.0,46
1506,-2891.0,42
1507,-2028.0,46
1508,-996.0,54
1509,-2103.0,47
1510,-2018.0,50
1511,-2327.0,44
1512,-2391.0,42
1513,-2517.0,45
1514,-1672.0,50
1515,-1489.0,55
1516,-1876.0,48
1517,-3058.0,36
1518,-2303.0,45
1519,-2034.0,45
1520,-3168.0,39
1521,-1737.0,55
1522,-1484.0,55
1523,-2236.0,46
1524,-2002.0,50
1525,-1963.0,45
1526,-2191.0,46
1527,-3020.0,43
1528,-1954.0,47
1529,-2095.0,47
1530,-1087.0,54
1531,-2425.0,46
1532,-2110.0,53
1533,-1442.0,54
1534,-2361.0,42
1535,-1658.0,53
1536,-1548.0,54
1537,-1823.0,55
1538,-1078.0,57
1539,-1449.0,54
1540,-2570.0,42
1541,-2570.0,47
1542,-2614.0,44
1543,-1667.0,55
1544,-2257.0,45
1545,-1955.0,50
1546,-1630.0,50
1547,-2265.0,45
1548,-2100.0,44
1549,-1735.0,51
1550,-2189.0,49
1551,-2012.0,45
1552,-2131.0,46
1553,-1828.0,50
1554,-2172.0,40
1555,-1972.0,46
1556,-2934.0,37
1557,-2370.0,48
1558,-1698.0,50
1559,-1267.0,49
1560,-2455.0,45
1561,-3059.0,36
1562,-2192.0,47
1563,-2618.0,47
1564,-1807.0,47
1565,-1843.0,52
1566,-1566.0,54
1567,-2690.0,41
1568,-2161.0,46
1569,-2075.0,50
1570,-2303.0,45
1571,-2421.0,44
1572,-1731.0,53
1573,-2805.0,37
1574,-1283.0,54
1575,-2522.0,39
1576,-2194.0,46
1577,-2329.0,42
1578,-2558.0,40
1579,-1341.0,49
1580,-2169.0,43
1581,-2479.0,41
1582,-2368.0,43
1583,-1909.0,45
1584,-1415.0,51
1585,-2561.0,49
1586,-1969.0,47
1587,-2780.0,40
1588,-2267.0,44
1589,-1444.0,56
1590,-1585.0,53
1591,-1214.0,57
1592,-2917.0,37
1593,-1646.0,51
1594,-1781.0,54
1595,-1671.0,45
1596,-1641.0,49
1597,-1205.0,53
1598,-2917.0,38
1599,-2289.0,47
1600,-1974.0,49
1601,-1290.0,51
1602,-2163.0,41
1603,-1792.0,47
1604,-1995.0,47
1605,-1775.0,47
1606,-1490.0,54
1607,-2776.0,41
1608,-2213.0,45
1609,-1794.0,49
1610,-1668.0,50
1611,-1926.0,57
1612,-1429.0,54
1613,-2300.0,47
1614,-2125.0,47
1615,-1876.0,49
1616,-831.0,60
1617,-2812.0,43
1618,-2540.0,39
1619,-1076.0,56
1620,-2516.0,40
1621,-2300.0,46
1622,-2571.0,43
1623,-1303.0,52
1624,-2914.0,36
1625,-2384.0,42
1626,-1902.0,51
1627,-1497.0,51
1628,-1680.0,51
1629,-2189.0,42
1630,-1953.0,49
1631,-2437.0,48
1632,-1827.0,49
1633,-2955.0,42
1634,-2085.0,43
1635,-2318.0,43
1636,-1994.0,44
1637,-1637.0,48
1638,-2098.0,45
1639,-2971.0,37
1640,-2132.0,44
1641,-1245.0,56
1642,-1878.0,47
1643,-2207.0,47
1644,-3031.0,38
1645,-2151.0,45
1646,-2663.0,39
1647,-1591.0,50
1648,-1396.0,54
1649,-1341.0,52
1650,-1440.0,51
1651,-1887.0,43
1652,-1320.0,53
1653,-1675.0,45
1654,-1472.0,52
1655,-2693.0,37
1656,-2326.0,49
1657,-1722.0,53
1658,-1632.0,48
1659,-2323.0,50
1660,-2646.0,37
1661,-3142.0,34
1662,-1023.0,51
1663,-1351.0,52
1664,-1810.0,50
1665,-1816.0,44
1666,-2264.0,41
1667,-2057.0,41
1668,-2254.0,49
1669,-1563.0,48
1670,-1883.0,48
1671,-2889.0,40
1672,-1222.0,49
1673,-2275.0,43
1674,-968.0,54
1675,-2264.0,43
1676,-1904.0,48
1677,-1856.0,43
1678,-1753.0,45
1679,-2224.0,43
1680,-1626.0,54
1681,-1788.0,48
1682,-1823.0,48
1683,-1085.0,56
1684,-2010.0,43
1685,-1442.0,56
1686,-781.0,59
1687,-1971.0,42
1688,-1406.0,54
1689,-2022.0,44
1690,-2249.0,42
1691,-2129.0,49
1692,-1605.0,46
1693,-1737.0,50
1694,-2958.0,35
1695,-1995.0,46
1696,-1572.0,47
1697,-1080.0,54
1698,-1539.0,44
1699,-1673.0,44
1700,-2631.0,43
1701,-2076.0,44
1702,-1893.0,51
1703,-2866.0,35
1704,-2406.0,40
1705,-2335.0,43
1706,-1107.0,50
1707,-2151.0,42
1708,-2185.0,39
1709,-2066.0,46
1710,-2649.0,38
1711,-2181.0,44
1712,-631.0,57
1713,-2190.0,39
1714,-2255.0,49
1715,-1800.0,51
1716,-1362.0,47
1717,-2262.0,44
1718,-2114.0,46
1719,-1950.0,45
1720,-2168.0,44
1721,-3115.0,40
1722,-1183.0,52
1723,-2702.0,39
1724,-1874.0,43
1725,-2171.0,43
1726,-2062.0,41
1727,-1747.0,53
1728,-1141.0,55
1729,-1513.0,51
1730,-2092.0,44
1731,-1485.0,55
1732,-1425.0,50
1733,-1872.0,44
1734,-1900.0,55
1735,-1419.0,48
1736,-1625.0,49
1737,-1761.0,47
1738,-1802.0,47
1739,-2016.0,47
1740,-1648.0,44
1741,-2315.0,40
1742,-2095.0,44
1743,-1058.0,53
1744,-1920.0,43
1745,-2981.0,40
1746,-2574.0,39
1747,-1607.0,50
1748,-2254.0,44
1749,-2433.0,41
1750,-1317.0,50
1751,-1555.0,47
1752,-1726.0,51
1753,-1467.0,53
1754,-2464.0,40
1755,-1691.0,48
1756,-1039.0,53
1757,-1791.0,46
1758,-1009.0,55
1759,-1733.0,43
1760,-1245.0,52
1761,-1059.0,48
1762,-1084.0,55
1763,-2295.0,41
1764,-1756.0,49
1765,-1618.0,49
1766,-2489.0,34
1767,-797.0,60
1768,-1940.0,44
1769,-1819.0,44
1770,-2958.0,41
1771,-2507.0,39
1772,-1595.0,47
1773,-2194.0,44
1774,-1319.0,51
1775,-1820.0,47
1776,-2404.0,47
1777,-1882.0,45
1778,-2083.0,43
1779,-1594.0,47
1780,-2482.0,41
1781,-1182.0,51
1782,-2338.0,43
1783,-1598.0,44
1784,-2015.0,47
1785,-1484.0,47
1786,-1522.0,47
1787,-1774.0,51
1788,-1511.0,47
1789,-2058.0,43
1790,-1238.0,51
1791,-2016.0,40
1792,-1324.0,45
1793,-2591.0,38
1794,-2537.0,40
1795,-1487.0,46
1796,-2082.0,48
1797,-1559.0,51
1798,-2149.0,39
1799,-1290.0,49
1800,-1631.0,45
1801,-1532.0,48
1802,-2724.0,41
1803,-1296.0,53
1804,-1167.0,61
1805,-1869.0,53
1806,-1670.0,54
1807,-1973.0,45
1808,-1084.0,51
1809,-699.0,55
1810,-1250.0,56
1811,-1254.0,59
1812,-752.0,58
1813,-1981.0,40
1814,-1136.0,57
1815,-2585.0,42
1816,-2021.0,47
1817,-2225.0,38
1818,-2629.0,37
1819,-1686.0,50
1820,-1838.0,48
1821,-2385.0,41
1822,-2098.0,43
1823,-991.0,54
1824,-1516.0,54
1825,-3223.0,38
1826,-1247.0,53
1827,-1876.0,46
1828,-1803.0,47
1829,-1024.0,55
1830,-1651.0,49
1831,-939.0,54
1832,-1795.0,45
1833,-1433.0,51
1834,-1100.0,53
1835,-1790.0,50
1836,-1724.0,52
1837,-2752.0,38
1838,-1875.0,47
1839,-1811.0,40
1840,-1013.0,54
1841,-1397.0,47
1842,-1887.0,48
1843,-2101.0,46
1844,-2145.0,44
1845,-2224.0,39
1846,-1392.0,50
1847,-1367.0,50
1848,-2674.0,37
1849,-1284.0,50
1850,-1970.0,46
1851,-1601.0,51
1852,-958.0,50
1853,-1675.0,47
1854,-2218.0,45
1855,-2435.0,36
1856,-1418.0,48
1857,-2365.0,44
1858,-2212.0,43
1859,-2345.0,42
1860,-1322.0,54
1861,-910.0,57
1862,-1889.0,44
1863,-1448.0,48
1864,-2378.0,48
1865,-776.0,58
1866,-1345.0,49
1867,-2513.0,44
1868,-1933.0,43
1869,-1414.0,44
1870,-972.0,59
1871,-949.0,51
1872,-2533.0,45
1873,-1117.0,50
1874,-989.0,55
1875,-2533.0,43
1876,-2029.0,42
1877,-1510.0,48
1878,-1802.0,44
1879,-1738.0,47
1880,-1183.0,52
1881,-1596.0,45
1882,-2613.0,41
1883,-1646.0,43
1884,-1626.0,42
1885,-2421.0,39
1886,-1899.0,46
1887,-2754.0,37
1888,-2204.0,39
1889,-2089.0,38
1890,-1479.0,55
1891,-1413.0,51
1892,-991.0,51
1893,-2600.0,36
1894,-2370.0,39
1895,-2445.0,37
1896,-2448.0,41
1897,-2216.0,44
1898,-2234.0,39
1899,-2382.0,36
1900,-1889.0,43
1901,-1681.0,47
1902,-2165.0,41
1903,-1294.0,53
1904,-2198.0,37
1905,-1917.0,50
1906,-864.0,56
1907,-1452.0,51
1908,-961.0,54
1909,-1534.0,50
1910,-1866.0,45
1911,-2574.0,39
1912,-1342.0,56
1913,-1574.0,45
1914,-1776.0,39
1915,-1779.0,46
1916,-1275.0,52
1917,-1931.0,48
1918,-2049.0,40
1919,-3423.0,30
1920,-1828.0,40
1921,-2839.0,38
1922,-1899.0,42
1923,-1450.0,48
1924,-1419.0,47
1925,-1106.0,54
1926,-839.0,55
1927,-1867.0,49
1928,-1908.0,41
1929,-2682.0,39
1930,-2462.0,43
1931,-1107.0,52
1932,-1345.0,53
1933,-2192.0,50
1934,-1973.0,50
1935,-1128.0,57
1936,-1770.0,45
1937,-2886.0,38
1938,-1174.0,50
1939,-1129.0,54
1940,-1711.0,45
1941,-2495.0,37
1942,-2373.0,39
1943,-2080.0,47
1944,-2272.0,35
1945,-1966.0,37
1946,-2008.0,44
1947,-1077.0,54
1948,-1999.0,50
1949,-1236.0,47
1950,-2237.0,38
1951,-1645.0,41
1952,-1613.0,49
1953,-2222.0,43
1954,-2039.0,43
1955,-1360.0,53
1956,-1271.0,57
1957,-1749.0,48
1958,-1058.0,54
1959,-2752.0,36
1960,-813.0,58
1961,-788.0,62
1962,-2510.0,40
1963,-1590.0,53
1964,-1103.0,50
1965,-678.0,57
1966,-1884.0,45
1967,-2160.0,45
1968,-2948.0,37
1969,-1991.0,38
1970,-2160.0,45
1971,-1182.0,47
1972,-855.0,55
1973,-1589.0,47
1974,-1023.0,53
1975,-1206.0,46
1976,-992.0,62
1977,-1001.0,56
1978,-1860.0,48
1979,-1104.0,60
1980,-1762.0,46
1981,-1916.0,43
1982,-1569.0,46
1983,-1530.0,46
1984,-1997.0,47
1985,-2507.0,41
1986,-1848.0,45
1987,-1606.0,46
1988,-2451.0,42
1989,-1045.0,48
1990,-2589.0,40
1991,-1831.0,43
1992,-1711.0,50
1993,-1822.0,48
1994,-1600.0,46
1995,-2052.0,49
1996,-1396.0,52
1997,-2402.0,40
1998,-772.0,55
1999,-1233.0,51
2000,-1551.0,47
