#{"t_start": 1654182247.5087714, "env_id": null}
r,l,t
-3497.0,119,3829.890847
-3728.0,119,3846.695372
-3199.0,119,3863.127469
-3535.0,119,3881.1418
-3351.0,119,3898.271549
-3642.0,119,3916.111398
-3360.0,119,3931.470337
-3619.0,119,3948.516561
-4269.0,119,3966.284191
-3442.0,119,3982.411331
-3624.0,119,3999.785482
-4258.0,119,4017.749516
-3490.0,119,4034.143473
-3422.0,119,4050.040303
-3687.0,119,4067.26217
-3025.0,119,4082.496396
-3074.0,119,4098.943224
-3082.0,119,4115.001103
-3474.0,119,4132.728159
-3587.0,119,4149.976915
-3079.0,119,4166.144406
-3210.0,119,4182.05524
-3688.0,119,4198.890612
-3306.0,119,4215.347912
-3765.0,119,4232.469368
-3727.0,119,4249.92284
-3325.0,119,4265.574913
-3617.0,119,4281.704251
-3862.0,119,4299.461481
-3860.0,119,4316.78233
-3652.0,119,4333.693233
-3628.0,119,4350.436393
-3560.0,119,4367.826467
-3497.0,119,4384.214837
-3419.0,119,4400.450403
-3403.0,119,4416.712725
-3951.0,119,4434.478475
-3969.0,119,4451.99071
-3429.0,119,4468.357467
-3474.0,119,4485.403901
-3342.0,119,4500.278954
-3649.0,119,4516.119429
-3546.0,119,4531.837711
-3217.0,119,4548.101339
-3262.0,119,4563.464695
-3460.0,119,4578.900189
-3353.0,119,4594.743389
-3984.0,119,4610.853905
-3400.0,119,4626.89588
-3196.0,119,4643.000753
-3394.0,119,4660.282974
-4533.0,119,4678.63694
-3948.0,119,4694.695087
-3181.0,119,4710.532262
-3319.0,119,4727.714798
-3449.0,119,4744.587326
-3949.0,119,4762.240573
-4027.0,119,4780.365277
-3409.0,119,4795.930368
-3473.0,119,4812.002454
-3458.0,119,4827.853397
-3497.0,119,4843.755985
-3552.0,119,4860.684886
-3385.0,119,4876.700443
-3343.0,119,4893.925748
-3361.0,119,4910.060184
-3544.0,119,4925.594756
-3263.0,119,4941.200678
-3715.0,119,4958.163341
-3749.0,119,4975.335782
-3657.0,119,4992.480098
-3306.0,119,5008.695769
-3236.0,119,5024.344301
-3644.0,119,5041.150943
-3590.0,119,5057.177757
-3686.0,119,5073.45553
-3376.0,119,5089.379469
-3446.0,119,5105.081166
-3715.0,119,5121.931537
-3444.0,119,5138.265999
-3353.0,119,5154.77001
-3425.0,119,5170.859814
-3757.0,119,5187.648553
-3542.0,119,5203.955968
-3289.0,119,5219.743836
-3377.0,119,5235.570644
-3462.0,119,5252.163224
-4223.0,119,5270.110714
-3584.0,119,5286.468347
-2989.0,119,5301.336094
-3512.0,119,5317.580028
-3582.0,119,5334.813973
-3435.0,119,5350.741586
-3631.0,119,5368.255948
-4168.0,119,5385.783037
-3901.0,119,5403.004458
-3527.0,119,5418.794085
-3750.0,119,5434.748509
-3216.0,119,5450.306761
-3344.0,119,5466.0923
-3521.0,119,5483.226287
-3685.0,119,5499.894775
-3139.0,119,5515.874136
-3637.0,119,5532.951532
-4192.0,119,5550.352363
-3494.0,119,5567.377637
-3729.0,119,5584.961704
-3472.0,119,5601.405137
-3492.0,119,5617.965414
-3388.0,119,5634.640163
-3363.0,119,5649.859644
-4037.0,119,5667.927974
-3390.0,119,5683.974776
-3456.0,119,5700.299555
-4125.0,119,5717.490627
-3659.0,119,5733.41574
-3639.0,119,5750.082711
-3328.0,119,5766.703651
-3800.0,119,5783.746957
-3393.0,119,5800.51404
-3533.0,119,5817.212667
-4152.0,119,5835.150924
-3512.0,119,5851.243179
-3840.0,119,5868.989175
-3117.0,119,5883.887751
-3367.0,119,5899.851517
-3864.0,119,5916.263451
-3639.0,119,5932.630322
-3285.0,119,5948.24198
-3289.0,119,5963.858813
-4262.0,119,5980.199363
-3309.0,119,5996.267575
-3148.0,119,6011.136392
-3207.0,119,6026.790338
-3524.0,119,6043.460151
-3675.0,119,6059.956588
-3504.0,119,6077.359118
-3508.0,119,6094.27075
-3956.0,119,6111.48278
-2931.0,119,6127.814046
-3408.0,119,6143.43381
-3427.0,119,6160.346753
-3555.0,119,6176.423496
-3210.0,119,6192.929562
-3643.0,119,6209.486403
-3518.0,119,6224.620721
-3781.0,119,6241.733653
-3318.0,119,6257.543436
-4063.0,119,6274.545878
-3072.0,119,6290.892198
-3793.0,119,6308.767184
-3536.0,119,6324.259244
-3118.0,119,6339.611218
-3245.0,119,6355.269641
-3470.0,119,6371.529746
-3495.0,119,6388.149776
-3201.0,119,6403.847047
-3847.0,119,6421.147322
-3644.0,119,6438.284144
-3569.0,119,6454.369965
-3671.0,119,6471.33106
-3197.0,119,6486.786489
-3193.0,119,6503.237637
-3603.0,119,6520.023038
-3287.0,119,6535.893724
-3016.0,119,6551.780316
-3734.0,119,6568.99032
-3525.0,119,6585.207216
-3476.0,119,6601.489335
-3245.0,119,6617.431854
-3121.0,119,6632.762172
-3498.0,119,6649.663241
-3398.0,119,6665.433773
-3557.0,119,6682.999337
-3584.0,119,6699.221712
-3682.0,119,6716.437985
-4056.0,119,6733.742075
-3911.0,119,6751.715544
-3523.0,119,6768.683836
-4012.0,119,6786.2714
-3472.0,119,6802.616999
-4083.0,119,6819.970725
-3539.0,119,6835.674581
-3844.0,119,6853.584265
-3685.0,119,6870.405087
-3915.0,119,6887.035498
-3673.0,119,6903.800432
-3348.0,119,6920.739809
-3784.0,119,6938.218735
-3383.0,119,6955.665761
-2704.0,119,6970.673562
-3442.0,119,6986.586552
-3393.0,119,7001.961132
-3104.0,119,7018.02283
-3083.0,119,7033.265193
-3098.0,119,7049.117522
-3579.0,119,7065.896591
-3083.0,119,7080.842351
-3301.0,119,7097.418978
-2724.0,119,7113.384423
-3014.0,119,7128.855739
-3111.0,119,7144.082783
-2838.0,119,7160.090338
-2990.0,119,7176.185416
-3058.0,119,7191.208591
-3141.0,119,7207.052882
-3112.0,119,7223.462749
-3208.0,119,7239.100616
-3310.0,119,7255.903826
-3035.0,119,7270.528535
-3150.0,119,7287.298001
-2783.0,119,7302.578723
-3127.0,119,7317.75669
-3178.0,119,7333.06835
-3065.0,119,7349.725558
-2961.0,119,7364.389764
-2618.0,119,7380.583433
-2904.0,119,7396.214607
-3056.0,119,7411.990878
-3128.0,119,7428.121277
-2714.0,119,7443.002066
-3009.0,119,7459.008105
-3419.0,119,7474.779759
-2847.0,119,7490.600899
-3151.0,119,7507.248285
-2945.0,119,7523.099121
-3139.0,119,7539.33772
-2749.0,119,7553.874866
-2970.0,119,7569.763961
-2834.0,119,7584.776514
-3086.0,119,7601.241769
-2953.0,119,7615.909635
-3185.0,119,7631.812527
-2976.0,119,7648.292773
-2954.0,119,7663.681622
-2992.0,119,7679.739986
-2964.0,119,7694.854318
-2910.0,119,7710.582895
-2717.0,119,7725.033114
-3131.0,119,7741.778774
-2811.0,119,7755.858572
-3053.0,119,7773.029835
-3005.0,119,7789.827221
-2956.0,119,7805.246013
-2912.0,119,7821.31397
-3008.0,119,7837.550454
-2652.0,119,7853.016498
-2494.0,119,7868.541957
-3133.0,119,7884.187534
-2646.0,119,7899.583551
-3516.0,119,7916.563119
-3029.0,119,7931.974447
-3326.0,119,7948.700091
-3008.0,119,7965.220556
-2812.0,119,7979.556552
-2905.0,119,7996.457394
-2781.0,119,8012.10956
-3613.0,119,8030.160092
-3085.0,119,8045.899516
-3390.0,119,8062.965507
-2950.0,119,8078.399148
-3127.0,119,8095.122876
-2553.0,119,8111.159545
-3062.0,119,8127.69663
-2439.0,119,8142.77698
-3210.0,119,8159.469329
-2976.0,119,8176.245782
-2851.0,119,8192.278466
-3094.0,119,8208.663746
-3189.0,119,8224.257289
-2905.0,119,8240.106477
-2936.0,119,8255.887014
-3204.0,119,8273.089926
-2655.0,119,8288.959423
-3024.0,119,8304.679912
-2444.0,119,8319.392345
-2674.0,119,8334.186579
-2952.0,119,8349.801044
-2865.0,119,8365.578961
-2873.0,119,8381.551355
-2841.0,119,8396.627836
-3089.0,119,8411.953533
-2535.0,119,8428.003181
-2872.0,119,8443.661465
-2436.0,119,8459.385335
-3219.0,119,8476.08094
-3192.0,119,8492.501862
-3034.0,119,8508.890363
-2524.0,119,8523.032384
-3134.0,119,8540.189986
-2792.0,119,8555.25954
-2959.0,119,8570.700925
-2603.0,119,8585.642701
-2788.0,119,8601.378746
-2717.0,119,8616.841164
-2924.0,119,8632.68242
-2713.0,119,8647.061923
-2712.0,119,8662.294447
-2713.0,119,8677.308378
-2587.0,119,8692.623484
-2963.0,119,8707.718621
-2459.0,119,8722.471359
-2762.0,119,8738.354694
-2536.0,119,8753.547136
-2791.0,119,8769.270777
-2483.0,119,8784.109209
-2661.0,119,8799.896346
-2436.0,119,8814.582203
-2637.0,119,8829.066773
-3515.0,119,8846.273402
-2614.0,119,8862.571031
-2802.0,119,8879.535549
-2611.0,119,8895.446994
-2652.0,119,8911.71699
-2718.0,119,8927.100084
-2701.0,119,8943.00731
-2920.0,119,8958.619273
-2935.0,119,8974.642988
-2677.0,119,8989.781953
-2640.0,119,9005.557564
-3224.0,119,9022.606437
-2940.0,119,9038.853995
-2810.0,119,9054.464028
-2848.0,119,9071.507013
-2551.0,119,9086.679345
-2835.0,119,9103.027931
-2490.0,119,9118.294558
-2875.0,119,9134.879437
-2856.0,119,9150.760145
-2608.0,119,9166.290547
-2770.0,119,9182.150326
-2518.0,119,9197.123153
-2720.0,119,9213.312595
-2574.0,119,9228.389677
-3039.0,119,9245.296182
-2473.0,119,9260.588314
-2830.0,119,9275.842429
-2929.0,119,9292.303003
-2855.0,119,9308.297856
-2378.0,119,9322.641611
-2816.0,119,9337.524417
-2902.0,119,9353.143621
-2378.0,119,9368.179449
-2135.0,119,9382.281731
-2935.0,119,9397.615327
-2631.0,119,9412.213398
-2505.0,119,9427.653204
-2549.0,119,9443.083346
-2641.0,119,9459.092999
-2975.0,119,9474.653619
-2578.0,119,9490.420409
-2686.0,119,9507.317823
-2662.0,119,9521.658159
-2838.0,119,9538.688828
-2849.0,119,9554.240479
-3007.0,119,9570.627333
-2753.0,119,9586.106433
-2629.0,119,9601.024869
-3299.0,119,9617.710261
-3871.0,119,9636.69461
-2771.0,119,9653.300983
-2971.0,119,9669.99168
-3520.0,119,9688.376021
-2610.0,119,9704.936845
-2876.0,119,9722.125233
-3423.0,119,9739.18149
-2653.0,119,9756.229119
-3325.0,119,9775.130772
-3241.0,119,9793.268252
-3782.0,119,9811.681973
-3077.0,119,9829.541691
-4000.0,119,9848.917421
-2828.0,119,9865.939068
-2841.0,119,9883.588966
-3327.0,119,9901.773039
-3293.0,119,9919.793128
-3400.0,119,9938.177218
-2984.0,119,9955.127286
-2803.0,119,9971.613811
-2717.0,119,9988.14846
-2883.0,119,10004.849584
-3034.0,119,10022.185651
-2681.0,119,10039.287177
-2842.0,119,10055.977995
-2892.0,119,10072.373851
-3038.0,119,10089.512265
-2847.0,119,10107.612118
-3302.0,119,10127.284272
-3041.0,119,10144.355099
-2896.0,119,10161.133044
-2799.0,119,10178.400557
-3552.0,119,10196.254228
-2595.0,119,10213.387174
-3236.0,119,10231.662706
-3057.0,119,10249.731145
-2927.0,119,10267.261032
-2611.0,119,10283.759699
-3558.0,119,10301.99827
-2844.0,119,10319.40955
-2874.0,119,10336.599139
-3280.0,119,10353.20951
-2993.0,119,10370.190579
-3475.0,119,10387.902036
-3608.0,119,10407.928452
-2058.0,119,10424.19901
-3435.0,119,10442.507718
-2614.0,119,10458.491025
-2522.0,119,10475.933419
-3052.0,119,10494.145796
-2784.0,119,10511.023078
-3102.0,119,10528.594805
-3096.0,119,10546.549889
-2817.0,119,10564.096917
-3197.0,119,10580.695847
-2820.0,119,10598.211313
-2742.0,119,10615.378862
-3262.0,119,10632.931573
-3495.0,119,10651.448235
-2853.0,119,10668.408056
-2791.0,119,10686.01781
-3291.0,119,10704.9166
-3046.0,119,10722.976488
-2930.0,119,10740.457711
-3362.0,119,10758.211222
-2935.0,119,10775.584389
-2798.0,119,10792.623042
-2397.0,119,10809.767549
-2405.0,119,10826.129685
-3229.0,119,10843.606009
-2905.0,119,10861.846182
-3490.0,119,10880.861681
-3067.0,119,10898.373041
-3525.0,119,10916.496048
-2702.0,119,10934.209594
-2979.0,119,10952.280776
-2518.0,119,10968.657475
-3073.0,119,10986.913712
-3455.0,119,11004.850329
-3484.0,119,11023.891167
-2911.0,119,11041.993719
-2887.0,119,11059.396549
-3100.0,119,11076.870966
-3128.0,119,11095.539361
-2537.0,119,11112.503386
-2928.0,119,11129.251006
-2256.0,119,11146.005508
-2437.0,119,11162.423095
-2560.0,119,11178.515124
-2364.0,119,11194.059289
-2764.0,119,11211.354319
-2446.0,119,11228.257306
-2634.0,119,11243.245034
-2477.0,119,11258.983732
-3153.0,119,11276.875072
-2328.0,119,11293.347217
-2811.0,119,11309.901168
-2568.0,119,11326.127104
-2366.0,119,11341.037098
-2588.0,119,11356.538434
-3146.0,119,11373.918095
-3082.0,119,11390.211032
-2513.0,119,11405.839594
-2554.0,119,11421.732697
-2375.0,119,11438.579668
-2978.0,119,11455.41821
-2975.0,119,11472.256125
-2445.0,119,11488.341424
-2687.0,119,11504.636953
-2307.0,119,11520.273697
-2236.0,119,11536.130378
-2241.0,119,11551.55413
-2663.0,119,11569.305454
-2489.0,119,11584.971547
-2449.0,119,11600.611263
-2210.0,119,11616.365202
-2537.0,119,11632.770337
-2744.0,119,11649.213706
-2457.0,119,11664.575582
-2411.0,119,11680.188663
-2181.0,119,11695.143799
-2266.0,119,11711.237483
-2727.0,119,11727.924577
-2912.0,119,11744.685834
-2158.0,119,11760.073398
-2474.0,119,11775.930965
-3187.0,119,11792.513029
-2318.0,119,11808.643168
-2816.0,119,11825.885038
-2182.0,119,11841.992075
-2360.0,119,11859.224815
-2430.0,119,11875.099226
-2237.0,119,11890.870986
-2343.0,119,11906.76574
-2699.0,119,11922.515768
-2292.0,119,11938.132771
-2349.0,119,11953.645725
-2609.0,119,11970.450769
-2321.0,119,11986.876554
-2506.0,119,12002.599079
-2394.0,119,12017.800556
-2610.0,119,12034.76793
-2242.0,119,12051.120817
-2578.0,119,12067.04828
-2390.0,119,12083.242727
-2562.0,119,12098.884649
-2324.0,119,12114.184226
-2514.0,119,12130.375725
-2495.0,119,12146.164609
-2442.0,119,12162.510184
-2739.0,119,12178.68681
-2417.0,119,12195.312308
-2144.0,119,12210.829922
-2848.0,119,12227.5591
-2621.0,119,12243.534963
-2238.0,119,12259.076415
-2544.0,119,12275.21115
-2121.0,119,12290.929703
-2617.0,119,12307.549851
-3067.0,119,12324.089554
-2262.0,119,12340.212799
-2443.0,119,12355.931768
-2736.0,119,12371.338009
-2556.0,119,12387.729419
-2330.0,119,12402.330816
-2941.0,119,12419.356315
-2530.0,119,12435.695894
-2059.0,119,12451.627768
-2526.0,119,12467.528892
-2057.0,119,12483.71498
-2544.0,119,12499.373323
-2332.0,119,12515.045295
-2323.0,119,12530.547455
-3101.0,119,12546.630383
-2054.0,119,12561.906933
-2287.0,119,12577.333034
-2601.0,119,12593.649827
-2100.0,119,12608.964716
-2349.0,119,12625.51551
-2326.0,119,12641.845701
-2575.0,119,12657.948239
-2339.0,119,12674.755355
-2692.0,119,12691.249449
-2226.0,119,12707.117129
-2229.0,119,12722.978892
-2814.0,119,12739.784301
-1995.0,119,12755.330362
-2580.0,119,12771.910909
-2488.0,119,12788.238444
-3094.0,119,12805.367041
-3225.0,119,12821.735372
-2489.0,119,12837.571063
-2638.0,119,12853.960598
-2629.0,119,12871.27565
-2470.0,119,12887.359301
-2080.0,119,12902.093923
-2257.0,119,12917.412291
-2567.0,119,12933.312973
-2484.0,119,12949.354432
-2287.0,119,12966.300614
-2319.0,119,12981.858025
-2354.0,119,12999.048242
-2417.0,119,13015.279123
-2487.0,119,13031.837588
-2313.0,119,13047.825315
-2150.0,119,13063.489351
-2171.0,119,13080.2044
-2528.0,119,13095.886493
-2165.0,119,13111.806822
-2840.0,119,13128.552435
-2084.0,119,13143.925426
-3014.0,119,13160.133105
-2502.0,119,13176.978248
-2606.0,119,13193.195798
-2515.0,119,13209.203192
-2179.0,119,13225.596996
-2148.0,119,13241.882972
-2823.0,119,13258.432073
