#{"t_start": 1653689883.7531414, "env_id": null}
r,l,t
-64286.0,179,38.741921
-64677.0,179,75.043833
-48633.0,179,112.243576
-49305.0,179,146.918634
-70473.0,179,183.822336
-39163.0,179,220.393797
-43774.0,179,255.732216
-85844.0,179,305.500243
-35420.0,179,347.988506
-47346.0,179,405.198298
-101116.0,179,452.442673
-47525.0,179,496.141079
-29876.0,179,532.331494
-36311.0,179,566.655923
-38146.0,179,601.667849
-61155.0,179,639.62878
-45615.0,179,675.509744
-54810.0,179,709.955141
-51922.0,179,747.00807
-19067.0,179,776.274511
-30511.0,179,811.818936
-68997.0,179,848.888366
-52315.0,179,883.149297
-57858.0,179,921.860727
-105928.0,179,960.066149
-54849.0,179,994.080582
-37091.0,179,1025.259517
-19498.0,179,1056.040457
-36629.0,179,1091.638385
-43207.0,179,1126.999315
-56628.0,179,1164.155743
-35482.0,179,1197.727677
-39470.0,179,1231.315767
-48991.0,179,1267.659647
-58092.0,179,1302.047266
-62486.0,179,1338.799245
-67508.0,179,1375.896093
-80459.0,179,1412.721333
-33583.0,179,1449.479504
-75918.0,179,1486.662343
-16653.0,179,1513.87496
-53060.0,179,1548.629561
-23550.0,179,1581.915017
-57491.0,179,1617.290154
-68905.0,179,1653.331474
-83608.0,179,1692.710397
-52625.0,179,1727.070511
-57177.0,179,1764.352171
-61860.0,179,1801.569895
-167451.0,179,1839.923666
-58158.0,179,1875.069494
-56444.0,179,1909.432357
-48780.0,179,1942.907729
-25869.0,179,1976.387156
-43898.0,179,2011.351227
-43744.0,179,2044.286671
-26857.0,179,2078.91021
-59736.0,179,2115.472827
-32616.0,179,2147.419546
-29007.0,179,2180.220811
-126519.0,179,2219.317583
-42802.0,179,2253.779914
-63070.0,179,2288.319268
-38418.0,179,2323.673636
-61473.0,179,2358.852519
-73771.0,179,2395.405414
-58188.0,179,2430.790313
-104216.0,179,2467.240716
-45586.0,179,2502.910124
-38474.0,179,2538.436854
-94708.0,179,2575.353597
