,Rewards,Epsilon
862,56.38333333,0.428093438
863,61.21666667,0.427675553
864,66.1,0.427258087
865,57.10595238,0.426841037
866,85.2,0.426424404
867,54.32936508,0.426008188
868,58.16666667,0.425592388
869,57.88333333,0.425177003
870,88.75,0.424762034
871,58.26666667,0.424347479
872,69.76666667,0.423933339
873,71.31666667,0.423519612
874,70.37619048,0.423106299
875,65.9,0.422693399
876,66.42857143,0.422280912
877,74.33333333,0.421868838
878,70.8,0.421457175
879,78.2,0.421045923
880,71.76666667,0.420635083
881,56.31666667,0.420224653
882,60.18333333,0.419814633
883,57.58333333,0.419405023
884,61.66666667,0.418995823
885,70.31904762,0.418587032
886,61.01666667,0.418178649
887,58.33333333,0.417770674
888,64.85,0.417363107
889,61.45,0.416955948
890,58,0.416549195
891,68.08571429,0.416142849
892,57.44880952,0.415736909
893,67.96666667,0.415331375
894,63.36666667,0.414926247
895,64.48333333,0.414521523
896,70.43333333,0.414117203
897,56.04285714,0.413713288
898,66.81666667,0.413309777
899,71.66666667,0.412906668
900,55.36792929,0.412503963
901,63.96666667,0.41210166
902,57.3,0.41169976
903,66.83333333,0.411298261
904,77.43333333,0.410897163
905,81.85,0.410496466
906,57.66666667,0.41009617
907,79.98333333,0.409696274
908,104.4166667,0.409296777
909,68.1,0.40889768
910,68.7,0.408498982
911,59.71666667,0.408100682
912,61.40829726,0.40770278
913,57.27619048,0.407305276
914,70.71666667,0.40690817
915,78.61666667,0.40651146
916,70.5,0.406115147
917,59.75,0.405719229
918,64.89642857,0.405323708
919,58.78928571,0.404928582
920,76.16666667,0.404533851
921,74.11666667,0.404139514
922,57.75,0.403745572
923,56.59761905,0.403352023
924,57.48571429,0.402958867
925,54.23405483,0.402566105
926,59.73333333,0.402173735
927,54.33326118,0.401781757
928,62.73333333,0.401390171
929,73.80238095,0.400998977
930,57.26666667,0.400608173
931,74.21666667,0.40021776
932,63.20952381,0.399827738
933,53.01681097,0.399438105
934,71.06666667,0.399048861
935,73.36666667,0.398660007
936,60.63333333,0.398271541
937,58.93333333,0.397883464
938,60.65,0.397495774
939,60.50396825,0.397108472
940,75.1952381,0.396721557
941,67.56666667,0.396335029
942,57.86666667,0.395948887
943,60.45,0.395563131
944,58.93333333,0.39517776
945,67.3,0.394792775
946,72.23333333,0.394408175
947,67.37619048,0.394023959
948,69.68333333,0.393640127
949,97.68333333,0.393256678
950,61.22380952,0.392873613
951,93.61666667,0.392490931
952,60.3547619,0.392108631
953,58.21666667,0.391726714
954,59.64285714,0.391345178
955,69.7,0.390964023
956,77.53333333,0.39058325
957,68.23333333,0.390202856
958,74.21666667,0.389822844
959,59.63333333,0.389443211
960,58.96666667,0.389063957
961,89.89285714,0.388685083
962,91.25,0.388306587
963,76.33333333,0.387928469
964,89.81666667,0.38755073
965,68.38333333,0.387173368
966,63.33095238,0.386796383
967,61.70039683,0.386419775
968,68.5,0.386043543
969,70.61666667,0.385667688
970,60.3297619,0.385292208
971,57.54285714,0.384917103
972,56.52619048,0.384542373
973,57.66190476,0.384168018
974,66.53333333,0.383794037
975,69.76666667,0.38342043
976,89.91666667,0.383047196
977,64.8047619,0.382674336
978,57.37896825,0.382301847
979,60.8297619,0.381929732
980,65.51666667,0.381557988
981,87.11666667,0.381186616
982,66.23333333,0.380815615
983,57.74862915,0.380444984
984,66.7952381,0.380074724
985,57.46666667,0.379704835
986,79.61666667,0.379335315
987,57.21904762,0.378966164
988,93.31666667,0.378597382
989,77.91666667,0.378228969
990,75.9,0.377860924
991,82.81666667,0.377493247
992,60.54047619,0.377125937
993,57.6,0.376758995
994,57.78571429,0.376392419
995,67.43333333,0.37602621
996,61.63055556,0.375660367
997,65.23333333,0.375294889
998,75.53452381,0.374929777
999,65.33571429,0.37456503
1000,58.91428571,0.374200647
1001,63.51666667,0.373836628
1002,77.8,0.373472973
1003,60.43333333,0.373109682
1004,87.76666667,0.372746754
1005,63.12857143,0.372384188
1006,60.1452381,0.372021985
1007,65.46666667,0.371660144
1008,62.08571429,0.371298665
1009,60.43333333,0.370937547
1010,72.43333333,0.37057679
1011,57.56309524,0.370216393
1012,65.3797619,0.369856357
1013,56.98333333,0.36949668
1014,68.59047619,0.369137363
1015,61.05833333,0.368778406
1016,56.79761905,0.368419806
1017,82.16666667,0.368061566
1018,57.43333333,0.367703683
1019,65.16666667,0.367346158
1020,72.45,0.366988991
1021,68.33333333,0.36663218
1022,71.1,0.366275726
1023,59.38333333,0.365919629
1024,58.16666667,0.365563887
1025,60.96666667,0.365208501
1026,63.4047619,0.36485347
1027,56.76872294,0.364498794
1028,57.6047619,0.364144472
1029,70.38333333,0.363790505
1030,53.94404762,0.363436891
1031,55.03333333,0.363083631
1032,62.57579365,0.362730724
1033,66.96666667,0.362378169
1034,55.78928571,0.362025967
1035,49.1499556,0.361674117
1036,56.58809524,0.361322619
1037,72.11666667,0.360971472
